ROW_ID,good_bad_flag,bank_name_clients,DurApproval Groups,AgeAtTimeofLoan Groups 2_25thPctile,DemoCreditRating,termdays,employment_status_clients_Risk,employment_status_clients_reference_only,level_of_education_clients_Risk,level_of_education_clients_reference_only,referral,bank_account_type_recode,loanamount Groups,approveddate,creationdate,DurApproval,loanamount,totaldue,Interestrate,birthdate,AgeAtTimeofLoan,longitude_gps,latitude_gps,customerid,systemloanid,bank_account_type,employment_status_clients_Risk 2,level_of_education_clients 2,Validation,termdays 2,loannumber
733,Good,First Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,23:51.0,22:44.0,61.11666667,10000,13000,365,00:00.0,29,5.7529013,8.7182104,8a858e455c1bf763015c1c4eab062420,301912837,Savings,1,3,Test,Norm,1
734,Good,UBA,60.23 - 61.13,36 - High,3,15,Low,Permanent,High,,No,Savings,Norm,20:56.0,19:48.0,61.13333333,10000,11500,365,00:00.0,38,3.2616983,6.5077577,8a858e455c1bf763015c1e4b3fcd7b98,301913591,Savings,1,3,Test,Short,1
735,Good,UBA,60.23 - 61.13,32 - 36,3,15,Low,Permanent,High,,Yes,Savings,Norm,20:19.0,19:12.0,61.11666667,10000,11500,365,00:00.0,34,3.3167015,6.6139024,8a858e475c1c2ea7015c1c4de7bd09f0,301912832,Savings,1,3,Training,Short,1
736,Bad,GT Bank,60.23 - 61.13,Low - 28,9,30,High,Unknown,High,,No,Savings,Norm,46:00.0,44:53.0,61.11666667,10000,13000,365,00:00.0,27,3.4226633,6.7129567,8a858e475c1c2ea7015c1c66467d14ca,301912863,Savings,3,3,Validation,Norm,1
737,Good,First Bank,61.13 - High,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,18:24.0,17:15.0,61.15,10000,13000,365,00:00.0,37,3.4707965,6.5436867,8a858e475c1c2ea7015c1cedf8cd2eac,301912963,Savings,3,3,Training,Norm,1
738,Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,Permanent,High,,Yes,Savings,Norm,01:22.0,00:14.0,61.13333333,10000,11500,365,00:00.0,40,5.6223032,6.2826796,8a858e475c1c2ea7015c20659af8484a,301913467,Savings,1,3,Training,Short,1
739,Bad,Diamond Bank,60.23 - 61.13,28 - 32,9,15,High,Unknown,High,,No,Savings,Norm,47:49.0,46:41.0,61.13333333,10000,11500,365,00:00.0,29,3.6016789,6.4980594,8a858e475c127bce015c1a358a222097,301912372,Savings,3,3,Training,Short,1
740,Bad,GT Bank,61.13 - High,36 - High,9,15,High,Unknown,High,,Yes,Savings,Norm,08:09.0,07:00.0,61.15,10000,11500,365,00:00.0,38,3.3943242,6.6109183,8a858e475c127bce015c15e434622bde,301911326,Savings,3,3,Training,Short,1
741,Good,GT Bank,61.13 - High,36 - High,3,15,Low,Permanent,High,,Yes,Savings,Norm,52:46.0,51:37.0,61.15,10000,11500,365,00:00.0,41,3.4146652,6.7093124,8a858e475c127bce015c16382ae853cb,301911540,Savings,1,3,Validation,Short,1
742,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,07:22.0,06:02.0,61.33333333,10000,13000,365,00:00.0,35,3.634815,6.8518033,8a858e475c127bce015c1537254d54f8,301911218,Savings,1,3,Training,Norm,1
743,Good,UBA,60.23 - 61.13,Low - 28,9,30,High,Unknown,High,,Yes,Savings,Norm,00:28.0,59:20.0,61.13333333,10000,13000,365,00:00.0,26,7.4185624,8.9964779,8a858e485cc0eed3015cc51b36f261d2,301944765,Savings,3,3,Training,Norm,1
744,Bad,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,07:54.0,07:40.0,60.23333333,10000,13000,365,00:00.0,33,3.4367713,6.4471613,8a858e495bf8527e015bf8cea92737d4,301901996,Savings,1,3,Test,Norm,1
745,Good,EcoBank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,45:17.0,45:05.0,60.2,10000,13000,365,00:00.0,34,5.7637233,7.5327668,8a858e495bf8527e015bf8e8db823e98,301902063,Savings,1,3,Training,Norm,1
746,Good,Fidelity Bank,61.13 - High,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,57:31.0,56:19.0,61.2,10000,13000,365,00:00.0,44,7.4464175,8.9622696,8a858e495bf8527e015bf9ec3e176b75,301909470,Savings,3,3,Test,Norm,1
747,Good,Access Bank,60.17 - 60.23,32 - 36,9,30,High,Unknown,High,,No,Savings,Norm,07:59.0,07:46.0,60.21666667,10000,13000,365,00:00.0,34,3.3770088,7.1386478,8a858e495bf8527e015bf879fcbd1ba0,301969492,Savings,3,3,Training,Norm,1
748,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,35:12.0,34:57.0,60.25,10000,11500,365,00:00.0,31,3.1737517,6.4746751,8a858e495bf8527e015bf937253b50ff,301902612,Savings,1,3,Training,Short,1
749,Good,Zenith Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,16:39.0,16:00.0,60.65,10000,13000,365,00:00.0,37,3.3151281,6.6115794,8a858e495bf8527e015bfc8aea892236,301903214,Savings,1,3,Training,Norm,1
750,Good,Zenith Bank,60.23 - 61.13,32 - 36,9,15,High,Unemployed,High,,Yes,Savings,Norm,30:23.0,29:15.0,61.13333333,10000,11500,365,00:00.0,33,3.3831772,6.5277565,8a858e495cef1ef1015cf07cc48170e6,301958078,Savings,3,3,Test,Short,1
751,Good,Diamond Bank,60.23 - 61.13,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,56:38.0,55:30.0,61.13333333,10000,11500,365,00:00.0,34,8.8917583,9.9003968,8a858e495cef1ef1015cf3a804e535d7,301956207,Savings,1,3,Validation,Short,1
752,Good,GT Bank,60.23 - 61.13,28 - 32,9,30,High,Unknown,High,,No,Savings,Norm,46:24.0,45:16.0,61.13333333,10000,13000,365,00:00.0,29,5.6080802,6.3999285,8a858e495cef1ef1015cf32d015f6e3e,301956001,Savings,3,3,Training,Norm,1
753,Bad,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,04:23.0,03:15.0,61.13333333,10000,13000,365,00:00.0,31,7.3238097,9.1424705,8a858e495cef1ef1015cf33d14dd7935,301956300,Savings,1,3,Validation,Norm,1
754,Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,50:25.0,49:17.0,61.13333333,10000,11500,365,00:00.0,29,4.6035341,8.4834271,8a858e495cef1ef1015cf2969cc12781,301956551,Savings,1,3,Validation,Short,1
755,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,18:30.0,17:22.0,61.13333333,10000,13000,365,00:00.0,31,3.5563633,6.4648617,8a858e495cef1ef1015cf16757660080,301955585,Savings,1,3,Validation,Norm,1
756,Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,Yes,Savings,Norm,40:45.0,39:37.0,61.13333333,10000,11500,365,00:00.0,31,9.2846221,7.1616144,8a858e495d1e235c015d2bcddad44cd9,301971146,Savings,1,3,Test,Short,1
757,Bad,GT Bank,Low - 60.17,Low - 28,9,30,High,Unknown,High,,No,Savings,Norm,05:17.0,05:07.0,60.16666667,10000,13000,365,00:00.0,26,3.2453205,6.4555473,8a858e495d1e235c015d22b45ae26f6c,301969419,Savings,3,3,Test,Norm,1
758,Good,UBA,61.13 - High,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,53:33.0,52:24.0,61.15,10000,11500,365,00:00.0,27,6.2344421,7.5522745,8a858e495d1e235c015d2165e0c54533,301979341,Savings,1,3,Training,Short,1
759,Good,UBA,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,39:28.0,39:13.0,60.25,10000,11500,365,00:00.0,28,7.488665,9.02734,8a858e495d1e235c015d2218c8ef60b2,301969249,Savings,1,3,Training,Short,1
760,Good,EcoBank,Low - 60.17,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,54:15.0,54:08.0,60.11666667,10000,13000,365,00:00.0,33,4.5678744,8.4692736,8a858e505ad27570015ad3a536d46c46,301896607,Savings,1,3,Validation,Norm,1
761,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,Yes,Savings,Norm,17:32.0,16:47.0,60.75,10000,11500,365,00:00.0,30,4.5583106,7.7868767,8a858e505baa530d015baa644c9b0d58,301965791,Savings,1,3,Training,Short,1
762,Good,GT Bank,60.23 - 61.13,36 - High,9,30,High,Unemployed,High,,No,Savings,Norm,58:44.0,57:36.0,61.13333333,10000,13000,365,00:00.0,37,3.3045647,6.6510867,8a858e515bf280aa015bf2ca521e26a3,301913514,Savings,3,3,Training,Norm,1
763,Good,Access Bank,61.13 - High,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,21:56.0,20:46.0,61.16666667,10000,13000,365,00:00.0,25,6.6995938,6.2204357,8a858e525cac859d015cacebddac2d5c,301947567,Savings,1,3,Validation,Norm,1
764,Good,First Bank,61.13 - High,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,32:10.0,30:55.0,61.25,10000,11500,365,00:00.0,33,3.2814697,6.5568213,8a858e525cac859d015cb01e91ec2236,301940726,Savings,1,3,Test,Short,1
765,Good,Zenith Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,23:42.0,22:35.0,61.11666667,10000,13000,365,00:00.0,30,3.3704933,6.5318884,8a858e535bab293b015babc929a521d1,301934082,Savings,1,3,Training,Norm,1
766,Good,UBA,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,07:44.0,07:19.0,60.41666667,10000,11500,365,00:00.0,28,6.285986,4.9227943,8a858e535bab293b015bae68dbc4622d,301881975,Savings,1,3,Test,Short,1
767,Good,Heritage Bank,61.13 - High,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,00:44.0,18:56.0,101.8,10000,11500,365,00:00.0,33,3.4009947,6.4595274,8a858e535bab293b015baedbcabf1287,301882193,Savings,3,3,Test,Short,1
768,Good,Diamond Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,29:10.0,28:48.0,60.36666667,10000,11500,365,00:00.0,31,7.0463154,5.5022333,8a858e535bab293b015bb3adfe690ad4,301883339,Savings,1,3,Training,Short,1
769,Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,37:33.0,37:26.0,60.11666667,10000,11500,365,00:00.0,32,3.3918442,6.451964,8a858e545cf8f7eb015cf918d0ed129a,301958091,Savings,1,3,Validation,Short,1
770,Bad,First Bank,60.17 - 60.23,36 - High,3,15,Low,Permanent,High,,No,Savings,Norm,26:40.0,26:29.0,60.18333333,10000,11500,365,00:00.0,37,5.2304196,13.0462282,8a858e555b85f9a2015b8606945a0a8b,301873311,Savings,1,3,Validation,Short,1
771,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,59:19.0,59:06.0,60.21666667,10000,13000,365,00:00.0,28,3.865245,7.4379977,8a858e575bf80f73015bf94be93b55ce,301903033,Savings,1,3,Test,Norm,1
772,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,51:57.0,50:49.0,61.13333333,10000,13000,365,00:00.0,31,7.7965867,4.9799733,8a858e575bf80f73015bfbc59df93401,301909562,Savings,1,3,Test,Norm,1
773,Good,FCMB,60.17 - 60.23,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,51:00.0,50:46.0,60.23333333,10000,13000,365,00:00.0,31,8.3630994,4.9720671,8a858e585beda464015bede9cc1023b2,301925250,Savings,1,3,Training,Norm,1
774,Good,Diamond Bank,61.13 - High,28 - 32,3,15,Low,Permanent,High,,Yes,Savings,Norm,46:47.0,45:38.0,61.15,10000,11500,365,00:00.0,32,3.2560053,6.4491615,8a858e585beda464015bef3c04ba7d64,301912131,Savings,1,3,Test,Short,1
775,Good,Standard Chartered,60.17 - 60.23,32 - 36,3,15,Low,Permanent,High,,Yes,Savings,Norm,51:26.0,51:13.0,60.21666667,10000,11500,365,00:00.0,34,3.3502153,6.6889443,8a858e585beda464015bef1043887889,301898390,Savings,1,3,Validation,Short,1
776,Good,GT Bank,60.23 - 61.13,36 - High,9,30,High,Unknown,High,,Yes,Savings,Norm,27:39.0,26:32.0,61.11666667,10000,13000,365,00:00.0,53,8.861095,9.8616717,8a858e585beda464015bf183f05c64ff,301962284,Savings,3,3,Training,Norm,1
777,Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,57:31.0,57:20.0,60.18333333,10000,11500,365,00:00.0,29,3.3257981,6.5170413,8a858e595b42b641015b42bed45707ec,301857701,Savings,1,3,Training,Short,1
778,Bad,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,12:25.0,11:17.0,61.13333333,10000,13000,365,00:00.0,27,8.5482595,7.6997503,8a858e605ce99f55015ced0a99a63ba4,301954133,Savings,1,3,Validation,Norm,1
779,Bad,UBA,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,22:39.0,21:31.0,61.13333333,10000,13000,365,00:00.0,30,5.650632,6.341564,8a858e605ce99f55015cedf2244b175b,301954411,Savings,1,3,Training,Norm,1
780,Bad,GT Bank,60.23 - 61.13,28 - 32,9,15,High,Unknown,High,,No,Savings,Norm,01:01.0,59:53.0,61.13333333,10000,11500,365,00:00.0,30,8.3163457,5.0481816,8a858e615c832be8015c83b1cd532bb9,301930915,Savings,3,3,Training,Short,1
781,Good,Diamond Bank,60.23 - 61.13,32 - 36,9,30,High,Unknown,High,,No,Savings,Norm,34:22.0,33:14.0,61.13333333,10000,13000,365,00:00.0,36,3.4222331,6.6932386,8a858e615c832be8015c83f6af853b59,301931097,Savings,3,3,Test,Norm,1
782,Good,First Bank,61.13 - High,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,44:37.0,43:28.0,61.15,10000,11500,365,00:00.0,22,4.5205367,7.5000308,8a858e615c832be8015c84b0c149554a,301930734,Savings,1,3,Training,Short,1
783,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,20:28.0,20:10.0,60.3,10000,13000,365,00:00.0,25,3.3330677,6.627129,8a858e615c832be8015c86c6e7481967,301966154,Savings,1,3,Test,Norm,1
784,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,22:53.0,21:45.0,61.13333333,10000,13000,365,00:00.0,45,3.3645545,6.6348152,8a858e615c832be8015c86f0d1082a70,301931189,Savings,1,3,Training,Norm,1
785,Good,GT Bank,61.13 - High,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,15:34.0,14:25.0,61.15,10000,13000,365,00:00.0,30,3.4828186,6.4343754,8a858e615c832be8015c87cc64661017,301931423,Savings,1,3,Training,Norm,1
786,Good,GT Bank,60.23 - 61.13,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,33:49.0,32:41.0,61.13333333,10000,13000,365,00:00.0,39,4.5796927,8.4590894,8a858e615c832be8015c861ad8156b95,301930848,Savings,3,3,Training,Norm,1
787,Good,First Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,36:32.0,36:19.0,60.21666667,10000,11500,365,00:00.0,31,7.382299,9.124094,8a858e625af61555015af661e8003508,301844190,Savings,1,3,Training,Short,1
788,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,Yes,Savings,Norm,50:47.0,49:39.0,61.13333333,10000,13000,365,00:00.0,33,3.2059653,6.6331944,8a858e625c8d993a015c9d5faeb40644,301936405,Savings,1,3,Validation,Norm,1
789,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,11:01.0,10:44.0,60.28333333,10000,13000,365,00:00.0,36,3.53783,6.5670819,8a858e625c8d993a015c91c4ee862bc9,301970489,Savings,1,3,Training,Norm,1
790,Good,Access Bank,61.13 - High,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,46:40.0,45:31.0,61.15,10000,13000,365,00:00.0,29,3.8485124,7.3684474,8a858e625c8d993a015c95e7ced318df,301938248,Savings,1,3,Test,Norm,1
791,Good,UBA,Low - 60.17,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,22:44.0,22:36.0,60.13333333,10000,13000,365,00:00.0,33,7.9646315,5.0382689,8a858e625c8d993a015c98e6bf820462,301945730,Savings,1,3,Test,Norm,1
792,Good,UBA,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,49:09.0,48:01.0,61.13333333,10000,11500,365,00:00.0,29,3.87654,7.3383833,8a858e625c8d993a015c922feb223e68,301933936,Savings,1,3,Test,Short,1
793,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,21:03.0,19:55.0,61.13333333,10000,13000,365,00:00.0,28,3.8710384,7.3077655,8a858e625c8d993a015c977c99e84aa5,301934895,Savings,1,3,Training,Norm,1
794,Bad,GT Bank,60.23 - 61.13,Low - 28,9,30,High,Unknown,High,,No,Savings,Norm,24:45.0,23:37.0,61.13333333,10000,13000,365,00:00.0,25,3.2578937,6.5289012,8a858e625c8d993a015c9334d1f96fba,301934172,Savings,3,3,Validation,Norm,1
795,Good,Stanbic IBTC,Low - 60.17,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,38:50.0,38:42.0,60.13333333,10000,11500,365,00:00.0,25,7.0367014,4.7812783,8a858e625c8d993a015ca08967f80999,301953160,Savings,1,3,Validation,Short,1
796,Bad,First Bank,60.23 - 61.13,36 - High,3,15,Low,Permanent,High,,No,Savings,Norm,40:01.0,39:00.0,61.01666667,10000,11500,365,00:00.0,39,3.3738527,6.5052941,8a858e635bd8fe1e015bd92b99e21721,301892174,Savings,1,3,Training,Short,1
797,Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,56:13.0,56:02.0,60.18333333,10000,13000,365,00:00.0,27,3.2962514,6.6473825,8a858e635bd8fe1e015bd96654063492,301891560,Savings,1,3,Training,Norm,1
798,Good,EcoBank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,10:39.0,10:27.0,60.2,10000,13000,365,00:00.0,35,3.182516,6.6728119,8a858e645afb8f74015afbd64d8b2f9c,301845112,Savings,1,3,Validation,Norm,1
799,Good,Stanbic IBTC,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,00:19.0,59:42.0,60.61666667,10000,13000,365,00:00.0,36,3.9325431,6.8373759,8a858e655a047d1a015a0daaf9874735,301810402,Savings,1,3,Test,Norm,1
800,Good,Diamond Bank,61.13 - High,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,00:31.0,22:47.0,97.73333333,10000,11500,365,00:00.0,35,3.297195,6.4691838,8a858e655a047d1a015a0e7907c55531,301913733,Savings,1,3,Validation,Short,1
801,Good,Access Bank,60.17 - 60.23,36 - High,9,15,High,Unknown,High,,No,Savings,Norm,14:06.0,13:55.0,60.18333333,10000,11500,365,00:00.0,43,3.3154428,6.5282957,8a858e655a047d1a015a047d7ad40067,301809355,Savings,3,3,Validation,Short,1
802,Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,07:49.0,07:02.0,60.78333333,10000,11500,365,00:00.0,32,6.9748079,4.8408047,8a858e655a047d1a015a05e93ffa5960,301809592,Savings,1,3,Test,Short,1
803,Bad,Access Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,03:52.0,03:35.0,60.28333333,10000,13000,365,00:00.0,39,8,10,8a858e655a047d1a015a08e7325312ff,301810405,Savings,1,3,Training,Norm,1
804,Good,Skye Bank,61.13 - High,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,20:03.0,18:53.0,61.16666667,10000,13000,365,00:00.0,27,3.3130982,6.502111,8a858e655a047d1a015a12bb060936ff,301915599,Savings,1,3,Validation,Norm,1
805,Good,Access Bank,Low - 60.17,28 - 32,9,15,High,Unknown,High,,No,Savings,Norm,59:36.0,59:29.0,60.11666667,10000,11500,365,00:00.0,31,5.2238733,7.6233317,8a858e655a047d1a015a142bd3e7145f,301811618,Savings,3,3,Training,Short,1
806,Good,First Bank,60.23 - 61.13,Low - 28,3,30,Low,Permanent,High,,Yes,Savings,Norm,53:05.0,52:46.0,60.31666667,10000,13000,365,00:00.0,28,5.2304265,7.2338908,8a858e655b903189015b903875da03da,301875714,Savings,1,3,Validation,Norm,1
807,Good,UBA,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,53:09.0,52:02.0,61.11666667,10000,13000,365,00:00.0,34,3.3525884,6.5010925,8a858e655cd0642d015cd1acd55855cb,301950904,Savings,1,3,Test,Norm,1
808,Good,Zenith Bank,61.13 - High,36 - High,9,15,High,Unknown,High,,No,Savings,Norm,04:31.0,03:18.0,61.21666667,10000,11500,365,00:00.0,45,7.4930864,8.9722934,8a858e655cd0642d015cd3f9aa8219c6,301963551,Savings,3,3,Training,Short,1
809,Good,First Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,00:53.0,59:45.0,61.13333333,10000,13000,365,00:00.0,38,3.331139,6.5106239,8a858e655cd0642d015cd4f7cc5a1bfe,301949192,Savings,1,3,Test,Norm,1
810,Bad,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,Yes,Savings,Norm,28:24.0,27:16.0,61.13333333,10000,11500,365,00:00.0,25,3.4465844,7.2166211,8a858e655cd0642d015cd4649feb50cb,301949339,Savings,1,3,Test,Short,1
811,Good,GT Bank,60.23 - 61.13,28 - 32,9,30,High,Unknown,High,,No,Savings,Norm,17:28.0,16:20.0,61.13333333,10000,13000,365,00:00.0,29,3.6298546,6.4725828,8a858e655cd0642d015cd13036454516,301960464,Savings,3,3,Training,Norm,1
812,Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,Permanent,High,,No,Other,Norm,26:43.0,26:18.0,60.41666667,10000,11500,365,00:00.0,35,7.0242958,4.8943969,8a858e665b8729fe015b8996f6f14ebd,301879614,Current,1,3,Training,Short,1
813,Bad,GT Bank,60.17 - 60.23,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,10:48.0,10:36.0,60.2,10000,13000,365,00:00.0,45,3.5166144,6.6985832,8a858e675a3bef15015a3c0f2e700eb7,301816801,Savings,3,3,Validation,Norm,1
814,Good,UBA,Low - 60.17,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,52:41.0,52:34.0,60.11666667,10000,13000,365,00:00.0,30,5.9718722,5.507792,8a858e675b00c831015b01842e5f58e7,301876119,Savings,1,3,Validation,Norm,1
815,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,15:25.0,15:11.0,60.23333333,10000,13000,365,00:00.0,28,7.0662036,8.9579543,8a858e675b00c831015b04414db70f3f,301856801,Savings,1,3,Training,Norm,1
816,Good,Zenith Bank,60.17 - 60.23,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,15:36.0,15:25.0,60.18333333,10000,13000,365,00:00.0,42,3.5089431,6.4369196,8a858e675c3fe0a1015c4df608682d94,301920339,Savings,1,3,Training,Norm,1
817,Good,GT Bank,61.13 - High,32 - 36,9,30,High,Unknown,High,,No,Savings,Norm,23:58.0,22:49.0,61.15,10000,13000,365,00:00.0,32,3.4803249,6.6416799,8a858e675c3fe0a1015c50d5ab897031,301946089,Savings,3,3,Test,Norm,1
818,Good,Zenith Bank,60.17 - 60.23,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,17:34.0,17:23.0,60.18333333,10000,13000,365,00:00.0,38,7.3974283,9.1230074,8a858e675c3fe0a1015c52ff728c13e3,301964640,Savings,3,3,Training,Norm,1
819,Bad,Access Bank,60.23 - 61.13,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,36:27.0,35:19.0,61.13333333,10000,11500,365,00:00.0,31,7.4026336,10.5292298,8a858e675c3fe0a1015c417e73085191,301918491,Savings,1,3,Training,Short,1
820,Bad,GT Bank,60.17 - 60.23,32 - 36,9,15,High,Unknown,High,,Yes,Savings,Norm,53:20.0,53:06.0,60.23333333,10000,11500,365,00:00.0,35,3.3154009,6.6376746,8a858e675c3fe0a1015c565aeb305fe0,301922450,Savings,3,3,Validation,Short,1
821,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,47:24.0,47:12.0,60.2,10000,13000,365,00:00.0,30,3.3157574,6.6609292,8a858e675c3fe0a1015c5315aaae176a,301920845,Savings,1,3,Training,Norm,1
822,Good,First Bank,Low - 60.17,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,52:45.0,52:35.0,60.16666667,10000,13000,365,00:00.0,24,3.4250419,6.4304949,8a858e675c3fe0a1015c55131ebd5fa6,301921294,Savings,1,3,Test,Norm,1
823,Good,First Bank,60.17 - 60.23,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,57:02.0,56:49.0,60.21666667,10000,11500,182.5,00:00.0,38,3.3056888,6.5923106,8a858e675c3fe0a1015c415368c24fb1,301929201,Savings,1,3,Training,Norm,1
824,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,35:18.0,34:10.0,61.13333333,10000,11500,365,00:00.0,25,7.3285343,9.1729561,8a858e675cc6685e015cc6eb279c3e84,301945625,Savings,1,3,Training,Short,1
825,Bad,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,29:39.0,28:31.0,61.13333333,10000,13000,365,00:00.0,33,7.4284583,10.4869633,8a858e675cc6685e015cc9b6072010b5,301946097,Savings,1,3,Test,Norm,1
826,Bad,Zenith Bank,61.13 - High,Low - 28,9,15,High,Unknown,High,,Yes,Savings,Norm,46:19.0,45:07.0,61.2,10000,11500,365,00:00.0,22,4.5764679,8.4642564,8a858e675cc6685e015cc71129364424,301954762,Savings,3,3,Validation,Short,1
827,Good,GT Bank,61.13 - High,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,33:09.0,31:52.0,61.28333333,10000,11500,365,00:00.0,28,3.3229955,7.1470809,8a858e685acda506015aceb81564458d,301839543,Savings,1,3,Training,Short,1
828,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,08:38.0,08:23.0,60.25,10000,13000,365,00:00.0,27,3.8723438,7.419121,8a858e685acda506015acee39e45493b,301906394,Savings,1,3,Training,Norm,1
829,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,44:05.0,43:50.0,60.25,10000,13000,365,00:00.0,31,5.1612904,8.0916245,8a858e685adba68e015adc08c7934770,301900041,Savings,1,3,Validation,Norm,1
830,Good,Access Bank,Low - 60.17,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,56:41.0,56:34.0,60.11666667,10000,11500,365,00:00.0,30,3.6304822,7.9434651,8a858e685adba68e015adc083601467b,301843470,Savings,1,3,Validation,Short,1
831,Bad,FCMB,60.23 - 61.13,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,48:52.0,47:45.0,61.11666667,10000,11500,365,00:00.0,33,3.3081526,6.5047279,8a858e685c217d36015c2f09b15a15e9,301941239,Savings,3,3,Training,Short,1
