row_id,good_bad_flag,bank_name_clients,approval_duration_group,age_at_loan_25th_pctile,credit_rating,termdays,employment_status_risk,level_of_education_risk,referral,bank_account_type_recode,loanamount_group,approval_duration,loanamount,totaldue,Interestrate,age_at_loan,longitude_gps,latitude_gps,bank_account_type,validation
562,Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,30,3.7446198,6.4587892,Savings,Validation
563,Bad,EcoBank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,37,6.7375239,7.7963429,Savings,Training
564,Good,EcoBank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,33,6.68484,6.219925,Savings,Training
565,Good,First Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.31666667,10000,11500,365,31,4.8725268,6.784304,Savings,Validation
566,Good,GT Bank,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,Norm,60.23333333,10000,13000,365,31,3.5383633,6.6219167,Savings,Validation
567,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,72.9,10000,11500,365,30,3.3965242,6.6279429,Savings,Training
568,Good,Fidelity Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,28,3.3258057,6.5494342,Savings,Test
569,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,28,7.3974155,9.0410868,Savings,Validation
570,Good,Access Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.23333333,10000,11500,365,40,7.3924883,9.0437886,Savings,Test
571,Good,GT Bank,Low - 60.17,36 - High,9,30,High,High,No,Savings,Norm,60.15,10000,13000,365,37,3.3428271,6.648406,Savings,Validation
572,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,32,7.360265,9.1441383,Savings,Test
573,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.46666667,10000,13000,365,32,3.283042,6.6211255,Savings,Validation
574,Good,First Bank,Low - 60.17,36 - High,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,37,7.6149762,13.0015512,Savings,Training
575,Good,GT Bank,61.13 - High,36 - High,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,37,3.3919558,6.5675276,Savings,Training
576,Good,GT Bank,Low - 60.17,28 - 32,9,15,High,High,No,Savings,Norm,60.16666667,10000,11500,365,29,3.4336554,6.8498023,Savings,Training
577,Good,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,40,3.3230626,6.6631537,Savings,Test
578,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,29,8.47611,11.9745783,Savings,Training
579,Good,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.15,10000,11500,365,34,7.6116831,12.9773078,Savings,Training
580,Good,Access Bank,Low - 60.17,Low - 28,3,15,Low,High,Yes,Savings,Norm,60.16666667,10000,11500,365,22,4.611628,8.5332935,Savings,Test
581,Good,Diamond Bank,61.13 - High,32 - 36,9,15,High,High,No,Savings,Norm,61.21666667,10000,11500,365,32,3.2506626,6.5493604,Savings,Test
582,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Other,Norm,60.3,10000,11500,365,30,3.385279,6.4538194,Current,Test
583,Good,UBA,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,34,3.9628733,7.3864283,Savings,Test
584,Good,Access Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,33,3.3346417,6.4416745,Savings,Training
585,Good,UBA,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,40,3.2525482,6.7157505,Savings,Training
586,Good,Diamond Bank,60.23 - 61.13,28 - 32,3,15,Low,High,Yes,Savings,Norm,61.11666667,10000,11500,365,31,7.5083114,6.4498394,Savings,Validation
587,Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,28,4.5641452,8.4678303,Savings,Training
588,Good,Zenith Bank,Low - 60.17,36 - High,3,30,Low,High,No,Savings,Norm,60.13333333,10000,13000,365,36,7.4906022,9.05488,Savings,Validation
589,Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,Yes,Savings,Norm,60.21666667,10000,13000,365,26,3.3793632,6.5491818,Savings,Validation
590,Good,GT Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,32,7.387535,5.12615,Savings,Training
591,Good,FCMB,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.18333333,10000,11500,365,37,3.3274019,6.5305477,Savings,Training
592,Good,Stanbic IBTC,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.41666667,10000,11500,365,34,3.8796679,7.3351928,Savings,Test
593,Bad,UBA,61.13 - High,36 - High,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,37,3.3424652,6.6302003,Savings,Validation
594,Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,Yes,Savings,Norm,61.11666667,10000,13000,365,35,6.7328413,7.8058752,Savings,Test
595,Good,Stanbic IBTC,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,30,7.3582392,8.9856285,Savings,Training
596,Good,Access Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,45,5.6056821,6.3072516,Savings,Training
597,Good,Skye Bank,60.23 - 61.13,28 - 32,3,15,Low,High,Yes,Savings,Norm,61.11666667,10000,11500,365,30,11.1410823,10.2842336,Savings,Validation
598,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,3.3728916,6.5072477,Savings,Validation
599,Good,UBA,61.13 - High,36 - High,3,30,Low,High,No,Other,Norm,61.18333333,10000,13000,365,42,7.4814751,9.0622194,Current,Test
600,Good,Diamond Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,28,3.2746999,6.4691034,Savings,Training
601,Good,GT Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,26,3.3412824,6.5966258,Savings,Test
602,Good,First Bank,60.17 - 60.23,36 - High,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,41,3.8055637,6.7192098,Savings,Training
603,Good,Skye Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,29,3.3547928,6.5057367,Savings,Validation
604,Good,Heritage Bank,60.17 - 60.23,28 - 32,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,30,3.8736463,7.3446874,Savings,Validation
605,Good,Access Bank,Low - 60.17,Low - 28,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,22,3.9326406,7.4041474,Savings,Training
606,Good,First Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,38,7.3951637,9.0683584,Savings,Training
607,Bad,First Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,31,8.3497458,4.9648378,Savings,Training
608,Good,FCMB,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,23,5.6534226,5.9092631,Savings,Validation
609,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,34,3.3522491,6.6335178,Savings,Test
610,Good,FCMB,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,61.11666667,10000,11500,365,40,6.7346848,7.7758712,Savings,Training
611,Good,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,31,3.3016329,6.5212034,Savings,Validation
612,Good,FCMB,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.2,10000,13000,365,34,3.3082633,6.6066117,Savings,Test
613,Bad,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.28333333,10000,13000,365,34,3.8649437,7.364631,Savings,Test
614,Good,First Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,29,7.4927481,9.123573,Savings,Training
615,Bad,Access Bank,61.13 - High,36 - High,3,30,Low,High,Yes,Savings,Norm,61.16666667,10000,13000,365,38,3.3614067,6.5166755,Savings,Test
616,Good,Heritage Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,35,8.3499849,5.0369405,Savings,Validation
617,Good,Access Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.28333333,10000,11500,365,31,3.2371283,6.5939233,Savings,Validation
618,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,28,3.3677065,6.4833594,Savings,Test
619,Good,GT Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,61.11666667,10000,11500,365,24,6.5241424,9.6492004,Savings,Validation
620,Good,Fidelity Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,39,3.2780108,6.6121573,Savings,Validation
621,Bad,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,27,6.7438794,7.8050241,Savings,Test
622,Good,GT Bank,Low - 60.17,28 - 32,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,28,4.2410895,8.1396053,Savings,Training
623,Good,GT Bank,61.13 - High,Low - 28,3,15,Low,High,Yes,Savings,Norm,123.5,10000,11500,365,26,8.5291367,12.0174081,Savings,Training
624,Good,GT Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.13333333,10000,11500,365,33,3.3820655,6.5507422,Savings,Training
625,Bad,Skye Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,28,3.3966958,7.1707476,Savings,Test
626,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,32,3.2836709,6.6821633,Savings,Test
627,Bad,First Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.11666667,10000,11500,365,35,3.8714162,7.3578041,Savings,Test
628,Good,GT Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.13333333,10000,11500,365,32,3.3724288,6.6434962,Savings,Test
629,Bad,Access Bank,Low - 60.17,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.16666667,10000,13000,365,36,3.256355,6.665704,Savings,Training
630,Good,First Bank,60.17 - 60.23,36 - High,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,41,8.3305756,4.9354937,Savings,Validation
631,Good,Sterling Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,30,7.3692661,5.1512848,Savings,Training
632,Good,Diamond Bank,61.13 - High,32 - 36,9,30,High,High,No,Savings,Norm,61.15,10000,13000,365,32,3.9558094,7.5280448,Savings,Training
633,Good,Diamond Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,30,-3.9771507,5.29944,Savings,Validation
634,Good,EcoBank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.16666667,10000,11500,365,34,7.1233193,4.8834997,Savings,Validation
635,Bad,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,38,3.304745,6.5946496,Savings,Test
636,Good,GT Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,30,3.5009339,6.596457,Savings,Test
637,Good,Wema Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,30,3.3615476,7.161779,Savings,Training
638,Good,FCMB,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,32,7.26415,8.9675067,Savings,Test
639,Good,GT Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,42,3.9478074,7.4249515,Savings,Validation
640,Bad,Fidelity Bank,61.13 - High,Low - 28,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,28,3.3126539,7.1044601,Savings,Test
641,Good,Diamond Bank,60.23 - 61.13,36 - High,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,39,3.4484871,6.4353824,Savings,Test
642,Good,GT Bank,61.13 - High,Low - 28,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,27,4.7382094,8.1797235,Savings,Test
643,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,31,7.4683637,9.0590862,Savings,Training
644,Good,First Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,28,7.490835,6.44433,Savings,Training
645,Bad,Fidelity Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,60.3,10000,13000,365,41,3.2710713,6.5356249,Savings,Test
646,Bad,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,Yes,Savings,Norm,60.11666667,10000,11500,365,28,5.2015712,7.2669269,Savings,Training
647,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,30,3.2967479,6.5900124,Savings,Training
648,Bad,GT Bank,Low - 60.17,36 - High,9,15,High,High,No,Savings,Norm,60.16666667,10000,11500,365,41,3.3420622,6.5205376,Savings,Validation
649,Good,First Bank,60.17 - 60.23,Low - 28,3,30,Low,High,Yes,Savings,Norm,60.21666667,10000,13000,365,28,3.1668276,6.4643533,Savings,Test
650,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,32,3.568884,6.4679286,Savings,Training
651,Bad,Sterling Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,31,3.3255983,7.1194033,Savings,Test
652,Good,FCMB,60.23 - 61.13,36 - High,3,30,Low,High,No,Other,Norm,60.3,10000,13000,365,40,8.5444755,7.7246986,Current,Test
653,Bad,Fidelity Bank,Low - 60.17,36 - High,3,30,Low,High,Yes,Savings,Norm,60.11666667,10000,13000,365,40,7.5931033,9.0300817,Savings,Validation
654,Good,Stanbic IBTC,60.23 - 61.13,28 - 32,3,15,Low,High,Yes,Other,Norm,60.38333333,10000,11500,365,31,7.0389223,4.8052131,Current,Training
655,Good,GT Bank,60.17 - 60.23,36 - High,3,15,Low,High,Yes,Savings,Norm,60.18333333,10000,11500,365,37,6.3018415,5.1134272,Savings,Test
656,Good,Stanbic IBTC,60.17 - 60.23,36 - High,3,15,Low,High,No,Other,Norm,60.23333333,10000,11500,365,43,3.3365305,6.4250421,Current,Validation
657,Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.15,10000,11500,365,33,7.4917332,9.0522089,Savings,Test
658,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,31,3.870087,7.3797041,Savings,Training
659,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,26,3.9216835,7.4363129,Savings,Test
660,Bad,Zenith Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,32,3.9068869,7.4985616,Savings,Test
661,Good,Stanbic IBTC,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,60.41666667,10000,13000,365,30,3.439571,6.4345525,Savings,Training
662,Bad,GT Bank,60.17 - 60.23,Low - 28,9,30,High,High,No,Savings,Norm,60.21666667,10000,13000,365,26,3.2368372,6.5574427,Savings,Validation
663,Good,GT Bank,61.13 - High,36 - High,3,15,Low,High,Yes,Savings,Norm,61.21666667,10000,11500,365,42,7.4319846,10.5241379,Savings,Validation
664,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,28,3.5163817,6.6688617,Savings,Training
665,Bad,Diamond Bank,61.13 - High,28 - 32,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,31,4.7686731,7.6308228,Savings,Validation
666,Good,Zenith Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.2,10000,11500,365,34,3.3245374,6.5794988,Savings,Training
667,Good,First Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,25,3.2456347,6.5937024,Savings,Test
668,Good,Skye Bank,60.17 - 60.23,Low - 28,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,26,3.3424486,6.5932182,Savings,Validation
669,Good,First Bank,60.17 - 60.23,Low - 28,9,15,High,High,Yes,Savings,Norm,60.23333333,10000,11500,365,25,5.2172683,7.60377,Savings,Test
670,Good,UBA,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.31666667,10000,11500,365,52,5.7584382,5.5291664,Savings,Training
671,Bad,FCMB,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.58333333,10000,13000,365,25,3.3141841,6.5070014,Savings,Test
672,Good,GT Bank,Low - 60.17,32 - 36,9,30,High,High,No,Savings,Norm,60.16666667,10000,13000,365,34,3.8711057,7.4498496,Savings,Validation
673,Good,GT Bank,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.3,10000,13000,365,36,7.4703647,9.0305044,Savings,Test
674,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,34,8.5635866,12.0198888,Savings,Training
675,Good,Union Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,35,3.4107142,6.4301746,Savings,Training
676,Good,GT Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.11666667,10000,11500,365,35,3.2923719,6.5843792,Savings,Test
677,Good,First Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,30,3.3505856,6.459944,Savings,Test
678,Good,GT Bank,60.17 - 60.23,32 - 36,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,34,5.6301086,6.3376363,Savings,Training
679,Bad,First Bank,Low - 60.17,28 - 32,9,30,High,High,No,Savings,Norm,60.11666667,10000,13000,365,31,3.3224209,6.685203,Savings,Validation
680,Bad,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,60.25,10000,11500,365,50,7.4666345,8.9701712,Savings,Training
681,Good,GT Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,30,3.3620333,6.5501608,Savings,Test
682,Good,Keystone Bank,60.23 - 61.13,36 - High,9,15,High,High,No,Savings,Norm,60.28333333,10000,11500,365,45,3.9752153,6.5848346,Savings,Validation
683,Bad,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,29,3.8210848,7.3326277,Savings,Validation
684,Good,First Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,32,3.3925985,6.5747388,Savings,Training
685,Bad,Fidelity Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,33,3.345346,6.6350494,Savings,Training
686,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,25,3.3590799,6.6478201,Savings,Test
687,Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,30,3.354724,6.5184152,Savings,Test
688,Good,Zenith Bank,61.13 - High,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,30,3.8770953,7.4266477,Savings,Test
689,Good,GT Bank,60.23 - 61.13,Low - 28,3,30,Low,High,No,Savings,Norm,60.3,10000,13000,365,27,3.4256559,6.6094435,Savings,Training
690,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,29,6.2635651,7.067161,Savings,Test
691,Bad,FCMB,60.17 - 60.23,36 - High,3,15,Low,High,Yes,Savings,Norm,60.18333333,10000,11500,365,47,3.8866911,7.3505968,Savings,Test
692,Good,GT Bank,60.23 - 61.13,28 - 32,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,31,3.3855015,6.4583626,Savings,Training
693,Good,GT Bank,60.17 - 60.23,28 - 32,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,30,7.504385,8.9776917,Savings,Training
694,Bad,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,23,3.4598648,6.8175035,Savings,Test
695,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,36,3.8754919,7.374784,Savings,Training
696,Bad,GT Bank,61.13 - High,36 - High,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,37,4.5896892,8.4421829,Savings,Test
697,Bad,First Bank,60.17 - 60.23,28 - 32,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,30,3.3903924,7.1825615,Savings,Test
698,Good,Zenith Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.1,10000,11500,365,33,7.4855975,8.9986317,Savings,Validation
699,Good,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,38,3.6349619,6.8627737,Savings,Training
700,Bad,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,Yes,Savings,Norm,60.65,10000,11500,365,46,3.2930271,6.5978976,Savings,Test
701,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,34,3.3590923,6.6156848,Savings,Training
702,Good,First Bank,61.13 - High,36 - High,9,30,High,High,No,Savings,Norm,61.15,10000,13000,365,52,3.1727935,6.6832653,Savings,Validation
703,Bad,GT Bank,60.23 - 61.13,36 - High,9,15,High,High,Yes,Savings,Norm,61.13333333,10000,11500,365,38,3.3023867,6.56869,Savings,Validation
704,Good,Access Bank,61.13 - High,28 - 32,3,15,Low,High,No,Savings,Norm,169.5333333,10000,11500,365,32,7.4454289,10.516369,Savings,Validation
705,Good,Diamond Bank,60.23 - 61.13,Low - 28,9,30,High,High,Yes,Savings,Norm,61.13333333,10000,13000,365,28,7.5011585,8.9852322,Savings,Validation
706,Good,GT Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,92.6,10000,13000,365,24,3.3880267,6.5244783,Savings,Validation
707,Bad,First Bank,60.23 - 61.13,Low - 28,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,27,3.3513288,7.1764583,Savings,Test
708,Good,Zenith Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,34,8.733875,5.9654683,Savings,Training
709,Good,Access Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,29,7.4361027,8.9934277,Savings,Validation
710,Bad,Access Bank,60.23 - 61.13,36 - High,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,38,7.5225244,9.0508924,Savings,Validation
711,Good,First Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.16666667,10000,13000,365,33,3.311641,7.1489922,Savings,Test
712,Good,First Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,33,3.6608979,6.8351599,Savings,Training
713,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,35,3.1823975,6.6520318,Savings,Validation
714,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,33,3.2401178,6.5849905,Savings,Test
715,Bad,Stanbic IBTC,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,35,7.3582507,8.9998157,Savings,Validation
716,Good,Access Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,32,3.4992233,6.433665,Savings,Training
717,Good,Diamond Bank,61.13 - High,Low - 28,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,24,7.4788795,9.0130303,Savings,Validation
718,Good,GT Bank,60.17 - 60.23,36 - High,9,15,High,High,No,Savings,Norm,60.21666667,10000,11500,365,37,3.410251,6.4491564,Savings,Test
719,Bad,Diamond Bank,60.17 - 60.23,Low - 28,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,23,7.0642505,6.2236508,Savings,Test
720,Good,GT Bank,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,60.36666667,10000,11500,365,39,3.3232994,6.627701,Savings,Test
721,Good,Access Bank,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,27,7.9619058,5.0287207,Savings,Validation
722,Good,First Bank,60.23 - 61.13,28 - 32,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,31,5.7977119,5.5001108,Savings,Training
723,Bad,GT Bank,60.23 - 61.13,36 - High,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,37,3.3264478,6.4423614,Savings,Validation
724,Bad,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,35,7.2748836,8.9982979,Savings,Test
725,Good,Fidelity Bank,60.23 - 61.13,Low - 28,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,22,8.5586083,7.7251103,Savings,Validation
726,Good,UBA,60.23 - 61.13,Low - 28,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,26,3.3285217,6.663395,Savings,Validation
727,Good,Diamond Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,35,5.749415,5.53618,Savings,Test
728,Good,FCMB,61.13 - High,36 - High,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,38,3.2443778,6.4665283,Savings,Validation
729,Good,Access Bank,60.23 - 61.13,36 - High,9,30,High,High,No,Savings,Norm,61.11666667,10000,13000,365,37,3.8738377,7.3558679,Savings,Validation
730,Good,GT Bank,61.13 - High,Low - 28,9,15,High,High,No,Savings,Norm,61.15,10000,11500,365,23,3.3853502,6.5508067,Savings,Test
731,Good,Access Bank,61.13 - High,32 - 36,9,15,High,High,No,Savings,Norm,61.25,10000,11500,365,34,3.3395759,6.5933677,Savings,Training
732,Good,GT Bank,60.23 - 61.13,28 - 32,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,30,3.323272572,6.657842271,Savings,Test
733,Good,First Bank,60.23 - 61.13,28 - 32,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,29,5.7529013,8.7182104,Savings,Test
734,Good,UBA,60.23 - 61.13,36 - High,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,38,3.2616983,6.5077577,Savings,Test
