row_id,good_bad_flag,pct_ontime,total_ontime,max_active_of_loans,max_approval_duration,bank_name_clients,max_age_at_loan,avg_age_at_loan,employment_status,bank_account_type,total_referrals,avg_num_of_loans,total_num_of_loans,total_approval_duration,mean_approval_duration,max_interest_rate,mean_interest_rate,mean_referrals,max_churn_flag,mean_churn_flag,loannumber,loanamount,totaldue,termdays,longitude,latitude,validation
655,Good,50,1,2,1.002777778,Fidelity Bank,30,29.9,Permanent,Savings,0,1.5,3,2.004722222,1.002361111,365,365,0,1,0.5,2,10000,13000,30,7.4525519,9.0146773,Training
656,Bad,0,0,2,1.018888889,Sterling Bank,30,29.9,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,0,0,2,10000,13000,30,4.5902568,7.8150785,Validation
657,Good,100,2,2,1.020555556,GT Bank,40,40,Permanent,Other,0,1.5,3,2.0225,1.01125,365,365,0,1,1,2,10000,11500,15,7.0358424,4.8050149,Validation
658,Good,100,2,2,1.018611111,GT Bank,32,32.2,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,1,2,10000,13000,30,3.351668,6.5979966,Training
659,Bad,50,1,2,1.019166667,GT Bank,28,27.7,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,0.5,2,10000,13000,30,3.358721,6.592413,Validation
660,Good,100,2,2,1.018888889,Diamond Bank,35,35,Permanent,Savings,0,1.5,3,2.022777778,1.011388889,365,365,0,1,1,2,10000,11500,15,3.3446901,6.5544168,Validation
661,Good,50,1,2,1.018888889,Zenith Bank,30,30.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,0.5,2,10000,13000,30,7.1253131,4.9009045,Test
662,Good,100,2,2,1.018888889,GT Bank,31,31.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,13000,30,3.9552659,6.8403499,Test
663,Bad,50,1,2,3.539166667,GT Bank,42,41.8,Permanent,Savings,0,1.5,3,4.541111111,2.270555556,365,365,0,1,0.5,2,10000,13000,30,7.5650486,8.9167266,Validation
664,Good,100,2,2,1.018888889,UBA,23,23.1,Student,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,1,2,10000,13000,30,3.3421286,6.6001195,Test
665,Bad,50,1,2,1.018888889,Sterling Bank,24,24.4,Permanent,Savings,0,1.5,3,2.022222222,1.011111111,365,365,0,1,0.5,2,10000,13000,30,4.5671173,8.4831761,Training
666,Good,50,1,2,1.018888889,GT Bank,28,27.9,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,0.5,2,10000,11500,15,3.4287548,7.1842308,Validation
667,Good,100,2,2,1.019166667,GT Bank,30,29.5,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,1,2,10000,13000,30,3.4924266,6.6523416,Validation
668,Good,100,2,2,1.019166667,Access Bank,33,33.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,11500,15,3.3288,6.508595,Training
669,Good,100,2,2,1.018888889,Zenith Bank,28,27.6,Permanent,Savings,0,1.5,3,2.022777778,1.011388889,365,365,0,1,1,2,10000,11500,15,3.3816772,6.4559227,Training
670,Good,100,2,2,1.019166667,GT Bank,39,39.4,Unknown,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,1,2,10000,13000,30,3.613707,6.4979741,Validation
671,Good,50,1,2,1.018888889,First Bank,27,27.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,0.5,2,10000,13000,30,7.3753219,9.1461229,Validation
672,Bad,0,0,2,1.018888889,Keystone Bank,41,40.8,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,0,0,2,10000,13000,30,3.4896833,6.62533,Test
673,Good,100,2,2,1.018888889,GT Bank,35,34.5,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,3.2538053,6.5873177,Training
674,Good,100,2,2,1.018888889,Access Bank,25,25.1,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,1,2,10000,13000,30,7.42814,10.5155267,Validation
675,Bad,50,1,2,1.018888889,First Bank,31,30.9,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,0.5,2,10000,13000,30,3.3610146,6.4382698,Training
676,Good,100,2,2,1.018888889,Diamond Bank,24,24.2,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,3.3557376,6.6099754,Test
677,Good,100,2,2,1.018888889,UBA,31,30.5,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,1,2,10000,13000,30,8.5050067,7.7157783,Test
678,Bad,50,1,2,1.0025,GT Bank,28,28.1,Unknown,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,1,0.5,2,10000,13000,30,3.3645565,6.5902533,Training
679,Good,100,2,2,1.018888889,First Bank,25,24.7,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,1,2,10000,13000,30,5.6525556,5.9189497,Validation
680,Good,100,2,2,1.018888889,GT Bank,34,33.6,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,7.4164294,8.9899646,Test
681,Bad,0,0,2,1.019444444,Union Bank,34,33.6,Permanent,Savings,2,1.5,3,2.021388889,1.010694444,365,365,1,0,0,2,10000,13000,30,3.3596272,6.6679387,Test
682,Good,50,1,2,1.018888889,Zenith Bank,40,40.1,Permanent,Savings,0,1.5,3,2.037222222,1.018611111,365,365,0,1,0.5,2,10000,11500,15,7.004992,4.9582331,Training
683,Good,50,1,2,1.018888889,GT Bank,34,34.2,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,304.1666667,0,1,0.5,2,10000,11000,15,7.5520307,8.9338388,Test
684,Good,100,2,2,1.018888889,FCMB,31,31,Permanent,Savings,0,1.5,3,2.023333333,1.011666667,365,365,0,1,1,2,10000,11500,15,4.102615,12.4320167,Training
685,Good,100,2,2,1.018611111,Skye Bank,27,27.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,13000,30,3.9124778,7.421837,Training
686,Bad,50,1,2,1.018888889,FCMB,30,29.9,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,0.5,2,10000,13000,30,3.3221378,6.6307105,Training
687,Good,100,2,2,1.018888889,First Bank,35,35.1,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,1,2,10000,13000,30,3.9813056,6.620715,Test
688,Bad,0,0,2,1.019166667,FCMB,26,26,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,0,0,2,10000,11500,15,7.3578783,8.963685,Validation
689,Good,100,2,2,1.019166667,GT Bank,34,34.2,Permanent,Savings,2,1.5,3,2.021944444,1.010972222,365,365,1,1,1,2,10000,11500,15,3.4290828,6.4517633,Test
690,Good,50,1,2,1.019166667,Zenith Bank,24,24.1,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,0.5,2,10000,13000,30,7.4717771,9.0296347,Test
691,Bad,0,0,2,1.018611111,Skye Bank,26,25.7,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,0,0,2,10000,13000,30,3.3712252,6.4808354,Validation
692,Good,100,2,2,1.018888889,GT Bank,36,35.5,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,1,2,10000,13000,30,3.3910227,6.7188235,Test
693,Good,100,2,2,1.0025,FCMB,28,27.7,Permanent,Savings,2,1.5,3,2.004444444,1.002222222,365,365,1,1,1,2,10000,13000,30,4.5736566,8.4801604,Validation
694,Good,100,2,2,1.018611111,Skye Bank,30,30.5,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,11500,15,3.2327531,6.5201744,Validation
695,Good,100,2,2,1.001944444,GT Bank,36,36,Permanent,Savings,0,1.5,3,2.003611111,1.001805556,365,365,0,1,1,2,10000,11500,15,2.957738,6.5342122,Training
696,Good,100,2,2,1.019166667,Access Bank,37,37.3,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,1,2,10000,13000,30,3.3416398,6.518837,Test
697,Bad,0,0,2,1.018888889,UBA,29,28.9,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,0,0,2,10000,11500,15,3.3670765,6.685274,Training
698,Good,100,2,2,1.019166667,First Bank,36,35.7,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,1,2,10000,11500,15,3.3620081,6.5875133,Validation
699,Bad,50,1,2,1.018888889,GT Bank,35,35,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,0.5,2,10000,13000,30,8.559375,11.9926333,Validation
700,Good,100,2,2,1.018888889,EcoBank,46,45.7,Permanent,Savings,2,1.5,3,2.020277778,1.010138889,365,365,1,1,1,2,10000,13000,30,7.2142242,9.1103087,Validation
701,Bad,0,0,2,1.018611111,GT Bank,29,28.7,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,0,0,2,10000,13000,30,7.452958,9.0760613,Validation
702,Good,100,2,2,1.019444444,First Bank,33,33.2,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,13000,30,3.3522735,6.5090812,Validation
703,Good,100,2,2,1.018888889,Zenith Bank,30,30.4,Unknown,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,1,2,10000,13000,30,3.5643465,6.4670586,Test
704,Good,100,2,2,1.019444444,UBA,49,48.7,Unknown,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,1,2,10000,13000,30,3.2789417,6.705555,Training
705,Good,100,2,2,1.018888889,Access Bank,43,43.3,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,1,2,10000,11500,15,7.3812019,9.1691373,Test
706,Good,100,2,2,1.003611111,EcoBank,25,24.7,Permanent,Savings,0,1.5,3,2.005,1.0025,365,365,0,1,1,2,10000,13000,30,3.2905898,6.6120747,Test
707,Good,100,2,2,1.008333333,GT Bank,28,27.6,Unknown,Savings,0,1.5,3,2.010277778,1.005138889,365,365,0,1,1,2,10000,13000,30,7.3622909,9.1561216,Training
708,Good,100,2,2,1.002777778,GT Bank,33,33.3,Permanent,Savings,0,1.5,3,2.005,1.0025,365,365,0,1,1,2,10000,11500,15,3.3526986,6.503963,Training
709,Good,100,2,2,1.003611111,Access Bank,33,32.6,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,1,1,2,10000,13000,30,3.9192159,6.834497,Training
710,Good,100,2,2,1.018888889,GT Bank,43,43.1,Unknown,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,1,2,10000,13000,30,3.6111389,6.4562179,Training
711,Good,100,2,2,1.019166667,GT Bank,31,30.6,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,11500,15,3.2148502,6.538267,Training
712,Good,100,2,2,1.019722222,Wema Bank,30,30.3,Permanent,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,1,2,10000,11500,15,3.3920031,6.5193626,Training
713,Good,50,1,2,1.003055556,Zenith Bank,42,42.1,Permanent,Savings,0,1.5,3,2.004722222,1.002361111,365,365,0,1,0.5,2,10000,13000,30,3.632376,6.8488261,Validation
714,Good,100,2,2,1.003888889,GT Bank,33,32.6,Permanent,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,1,2,10000,13000,30,3.3335369,7.130435,Training
715,Good,50,1,2,1.018888889,Access Bank,27,26.9,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,0.5,2,10000,13000,30,5.6243977,6.4060049,Training
716,Bad,0,0,2,1.018888889,GT Bank,25,25.2,Student,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,0,0,2,10000,13000,30,5.1736753,7.2089714,Validation
717,Good,100,2,2,1.018888889,GT Bank,43,42.8,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,3.4286341,6.4271847,Training
718,Bad,0,0,2,1.003333333,Access Bank,25,24.7,Permanent,Savings,0,1.5,3,2.005,1.0025,365,365,0,0,0,2,10000,13000,30,3.416,6.4351,Validation
719,Bad,0,0,2,1.018611111,Stanbic IBTC,27,26.8,Permanent,Savings,0,1.5,3,2.02,1.01,365,365,0,0,0,2,10000,13000,30,5.6538468,5.9140826,Training
720,Good,50,1,2,1.003611111,Diamond Bank,27,26.5,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,1,0.5,2,10000,11500,15,3.9382775,7.3963207,Test
721,Good,50,1,2,1.02,First Bank,31,30.8,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,0.5,2,10000,13000,30,3.8789034,7.3898897,Test
722,Good,100,2,2,1.005,UBA,31,30.5,Permanent,Savings,2,1.5,3,2.006666667,1.003333333,365,365,1,1,1,2,10000,13000,30,3.3592282,6.6060301,Validation
723,Good,100,2,2,1.019166667,First Bank,27,27,Unknown,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,1,1,2,10000,13000,30,3.4159999,6.4351001,Test
724,Good,100,2,2,1.019166667,EcoBank,28,28,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,11500,15,3.3245692,6.5066008,Training
725,Good,100,2,2,1.001944444,Access Bank,27,27.1,Permanent,Savings,2,1.5,3,2.003611111,1.001805556,365,365,1,1,1,2,10000,13000,30,3.4169318,6.4425101,Validation
726,Good,50,1,2,1.019444444,GT Bank,34,34.3,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,0.5,2,10000,13000,30,6.4375967,7.9230817,Test
727,Good,100,2,2,1.019166667,Zenith Bank,29,29,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,1,2,10000,11500,15,7.7315082,11.1064646,Training
728,Bad,50,1,2,1.018888889,UBA,29,28.7,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,0.5,2,10000,13000,30,7.731975,11.0882833,Test
729,Bad,0,0,2,1.018888889,Stanbic IBTC,35,34.8,Unknown,Savings,0,1.5,3,2.0375,1.01875,365,365,0,0,0,2,10000,13000,30,7.0589896,4.8309144,Training
730,Bad,0,0,2,1.003888889,GT Bank,38,38,Unknown,Savings,2,1.5,3,2.006388889,1.003194444,365,365,1,0,0,2,10000,11500,15,3.3683365,6.6418975,Training
731,Bad,0,0,2,1.018888889,UBA,24,24.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,0,0,2,10000,11500,15,3.2836983,6.65281,Training
732,Good,100,2,2,1.018888889,Diamond Bank,30,30.2,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,1,2,10000,13000,30,7.0015392,4.8157805,Test
733,Good,50,1,2,1.019166667,EcoBank,33,32.9,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,0.5,2,10000,11500,15,4.5347186,7.7643589,Test
734,Good,100,2,2,1.019722222,GT Bank,34,34.4,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,1,2,10000,11500,15,7.0506844,4.8408025,Validation
735,Good,100,2,2,1.019166667,GT Bank,38,37.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,13000,30,3.2236438,6.5525311,Test
736,Bad,50,1,2,1.020833333,GT Bank,28,28,Permanent,Savings,0,1.5,3,2.022777778,1.011388889,365,365,0,1,0.5,2,10000,13000,30,5.8384067,5.5684,Training
737,Good,100,2,2,1.020277778,Zenith Bank,26,26.3,ContractRetiredUnemployed,Savings,0,1.5,3,2.021944444,1.010972222,365,365,0,1,1,2,10000,11500,15,7.8941537,5.0253457,Test
738,Bad,50,1,2,1.001944444,Access Bank,34,33.6,Permanent,Savings,0,1.5,3,2.003333333,1.001666667,365,365,0,1,0.5,2,10000,13000,30,3.494862,6.6062156,Training
739,Bad,0,0,2,1.002222222,Access Bank,31,30.5,Permanent,Savings,0,1.5,3,2.003611111,1.001805556,365,365,0,0,0,2,10000,13000,30,7.3675283,9.1394033,Training
740,Good,100,2,2,1.018888889,First Bank,36,36.4,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,13000,30,7.524058,9.0552024,Training
741,Good,100,2,2,1.018888889,Skye Bank,38,38.1,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,11500,15,3.3665942,6.5529615,Training
742,Good,100,2,2,1.018888889,First Bank,31,30.8,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,1,2,10000,11500,15,7.161013,4.4322372,Training
743,Good,100,2,2,1.019166667,First Bank,32,31.8,Permanent,Savings,2,1.5,3,2.021111111,1.010555556,365,365,1,1,1,2,10000,13000,30,3.8918491,7.3269898,Training
744,Good,50,1,2,1.018888889,GT Bank,42,41.8,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,0.5,2,10000,11500,15,7.4931076,9.0585917,Validation
745,Good,100,2,2,1.019444444,GT Bank,43,42.8,Unknown,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,1,2,10000,13000,30,7.4348296,8.9940293,Test
746,Good,100,2,2,1.018888889,Skye Bank,34,34.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,7.6066558,9.0236601,Validation
747,Good,100,2,2,1.018888889,GT Bank,34,34.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,11500,15,3.9649517,6.78619,Training
748,Good,100,2,2,1.005277778,Standard Chartered,32,31.7,Permanent,Savings,2,1.5,3,2.0075,1.00375,365,365,1,1,1,2,10000,13000,30,7.4865098,9.0837675,Training
749,Good,100,2,2,1.011111111,GT Bank,29,28.9,Permanent,Savings,0,1.5,3,2.013055556,1.006527778,365,365,0,1,1,2,10000,11500,15,3.2146658,6.5361011,Test
750,Good,100,2,2,1.019166667,GT Bank,27,27.4,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,1,2,10000,11500,15,3.4309448,6.4270116,Training
751,Bad,0,0,2,1.018888889,GT Bank,37,36.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,0,0,2,10000,13000,30,3.5182035,6.6497262,Training
752,Good,100,2,2,1.004722222,Diamond Bank,46,46.2,Permanent,Savings,0,1.5,3,2.006388889,1.003194444,365,365,0,1,1,2,10000,11500,15,7.5247928,6.4143695,Validation
753,Bad,0,0,2,1.003611111,Diamond Bank,25,25.3,Unknown,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,0,0,2,10000,13000,30,4.5216767,7.757649,Test
754,Good,100,2,2,1.018888889,UBA,36,36.3,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,3.1923632,6.45958,Test
755,Good,100,2,2,1.018888889,Diamond Bank,45,45.2,Unknown,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,11500,15,2.9569726,6.4489888,Test
756,Good,100,2,2,1.003888889,Access Bank,28,28.2,Permanent,Savings,0,1.5,3,2.005833333,1.002916667,365,365,0,1,1,2,10000,13000,30,4.588723,8.459668,Validation
757,Good,100,2,2,1.008333333,GT Bank,32,32.4,Permanent,Savings,0,1.5,3,2.010833333,1.005416667,365,365,0,1,1,2,10000,13000,30,3.3782405,6.555502,Training
758,Good,100,2,2,1.019166667,First Bank,29,28.7,Permanent,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,1,2,10000,11500,15,4.5625951,8.4817916,Validation
759,Bad,0,0,2,1.004444444,Access Bank,49,49.2,Permanent,Savings,2,1.5,3,2.006111111,1.003055556,365,365,1,0,0,2,10000,13000,30,3.3925985,6.5234577,Training
760,Bad,0,0,2,1.018611111,GT Bank,35,34.6,Permanent,Savings,0,1.5,3,2.020277778,1.010138889,365,365,0,0,0,2,10000,13000,30,7.4055238,9.1071597,Test
761,Bad,50,1,2,1.019722222,GT Bank,32,31.8,ContractRetiredUnemployed,Savings,0,1.5,3,2.0225,1.01125,365,365,0,1,0.5,2,10000,13000,30,7.9020775,8.8469304,Test
762,Good,50,1,2,1.019444444,Unity Bank,42,41.5,Permanent,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,0.5,2,10000,13000,30,6.3713092,4.9798162,Training
763,Bad,50,1,2,1.004722222,GT Bank,36,35.5,Permanent,Savings,0,1.5,3,2.006666667,1.003333333,365,365,0,1,0.5,2,10000,13000,30,3.3842983,6.638095,Training
764,Bad,0,0,2,1.001944444,GT Bank,28,28.3,Permanent,Savings,0,1.5,3,2.003888889,1.001944444,365,365,0,0,0,2,10000,13000,30,5.215137,7.2410097,Training
765,Good,100,2,2,1.018888889,GT Bank,34,33.7,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,11500,15,3.4790989,6.4489121,Training
766,Good,100,2,2,1.018888889,GT Bank,44,43.6,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,1,2,10000,13000,30,7.62988,13.00168,Test
767,Good,100,2,2,1.003611111,Diamond Bank,40,39.8,Permanent,Other,0,1.5,3,2.006111111,1.003055556,365,365,0,1,1,2,10000,11500,15,7.4494827,9.0004485,Validation
768,Good,100,2,2,1.018888889,GT Bank,30,30.2,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,3.2665549,6.6259536,Validation
769,Good,100,2,2,1.018888889,GT Bank,31,30.7,Permanent,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,1,2,10000,13000,30,3.6595105,6.6681408,Validation
770,Bad,50,1,2,1.019166667,GT Bank,26,26.1,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,0.5,2,10000,13000,30,3.2686193,6.4513889,Test
771,Good,100,2,2,1.018888889,Zenith Bank,31,31.1,Unknown,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,1,1,2,10000,13000,30,7.4534318,9.0722611,Training
772,Good,50,1,2,1.006111111,GT Bank,40,39.8,Permanent,Savings,0,1.5,3,2.008611111,1.004305556,365,365,0,1,0.5,2,10000,11500,15,7.3586797,8.9866701,Training
773,Good,50,1,2,1.019444444,Access Bank,31,30.6,Unknown,Savings,0,1.5,3,2.021388889,1.010694444,365,365,0,1,0.5,2,10000,11500,15,4.7424917,7.632835,Training
774,Bad,50,1,2,1.018888889,First Bank,29,29.2,Unknown,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,0.5,2,10000,11500,15,7.354416,8.9625008,Training
775,Good,100,2,2,1.018888889,GT Bank,52,51.5,Permanent,Savings,0,1.5,3,2.021666667,1.010833333,365,365,0,1,1,2,10000,13000,30,3.321422,6.6812441,Training
776,Good,50,1,2,1.018611111,GT Bank,47,47.1,Unknown,Savings,0,1.5,3,2.0225,1.01125,365,365,0,1,0.5,2,10000,13000,30,3.3243535,6.5182374,Test
777,Good,100,2,2,1.002777778,UBA,24,24,Permanent,Savings,0,1.5,3,2.004722222,1.002361111,365,365,0,1,1,2,10000,11500,15,3.3781347,6.5062632,Training
778,Good,100,2,2,1.018888889,Diamond Bank,40,40,Unknown,Savings,2,1.5,3,2.020555556,1.010277778,365,365,1,1,1,2,10000,13000,30,7.4605333,9.0302918,Validation
779,Good,50,1,2,1.003611111,GT Bank,29,28.5,Permanent,Savings,0,1.5,3,2.005,1.0025,365,365,0,1,0.5,2,10000,13000,30,7.398429,6.8563609,Validation
780,Good,50,1,2,1.019166667,GT Bank,34,34.3,Permanent,Savings,0,1.5,3,2.020833333,1.010416667,365,365,0,1,0.5,2,10000,13000,30,3.4244407,6.817493,Training
781,Bad,0,0,2,1.019166667,Skye Bank,27,27.1,Permanent,Savings,2,1.5,3,2.020833333,1.010416667,365,365,1,0,0,2,10000,13000,30,3.9860887,7.3867964,Test
782,Good,100,2,2,1.010833333,GT Bank,28,27.7,Permanent,Savings,0,1.5,3,2.013055556,1.006527778,365,365,0,1,1,2,10000,11500,15,3.4378064,6.4304824,Validation
783,Bad,50,1,2,1.019722222,Access Bank,25,25.2,Unknown,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,0.5,2,10000,13000,30,6.8035583,6.1450524,Validation
784,Bad,0,0,2,1.004444444,Access Bank,25,24.9,Permanent,Savings,0,1.5,3,2.006111111,1.003055556,365,365,0,0,0,2,10000,13000,30,6.9204817,4.8865583,Training
785,Good,100,2,2,1.010555556,Skye Bank,33,33.2,Permanent,Savings,2,1.5,3,2.016111111,1.008055556,365,365,1,1,1,2,10000,13000,30,3.3702298,6.6288104,Validation
786,Bad,50,1,2,1.003611111,GT Bank,26,26.1,Permanent,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,1,0.5,2,10000,13000,30,3.3058805,6.6100133,Validation
787,Good,100,2,2,1.003888889,GT Bank,37,36.8,Unknown,Savings,0,1.5,3,2.005277778,1.002638889,365,365,0,1,1,2,10000,13000,30,3.3855154,6.6686835,Test
788,Good,100,2,2,1.004722222,GT Bank,26,26.4,Unknown,Savings,2,1.5,3,2.007222222,1.003611111,365,365,1,1,1,2,10000,11500,15,3.2924418,6.6402354,Test
789,Good,100,2,2,1.018333333,GT Bank,40,40.3,Permanent,Savings,0,1.5,3,2.0225,1.01125,365,365,0,1,1,2,10000,13000,30,3.3434018,6.6040633,Validation
790,Good,50,1,2,1.003333333,First Bank,39,39.1,Permanent,Savings,0,1.5,3,2.005555556,1.002777778,365,365,0,1,0.5,2,10000,11500,15,3.9376259,7.4256545,Validation
791,Good,100,2,2,1.005,UBA,37,37.4,Permanent,Savings,0,1.5,3,2.006944444,1.003472222,365,365,0,1,1,2,10000,13000,30,7.6268421,7.4188221,Validation
792,Good,50,1,2,1.0025,GT Bank,42,42.3,Unknown,Savings,0,1.5,3,2.004722222,1.002361111,365,365,0,1,0.5,2,10000,11500,15,3.3634298,6.5175992,Validation
793,Good,50,1,2,1.002222222,First Bank,51,50.6,Permanent,Savings,0,1.5,3,2.004444444,1.002222222,365,365,0,1,0.5,2,10000,13000,30,3.1270017,6.6744999,Test
794,Good,50,1,2,1.019166667,First Bank,26,26.2,Unknown,Savings,0,1.5,3,2.021111111,1.010555556,365,365,0,1,0.5,2,10000,11500,15,4.2607369,8.1476031,Training
795,Good,100,2,2,1.018888889,UBA,30,29.5,Permanent,Savings,0,1.5,3,2.020555556,1.010277778,365,365,0,1,1,2,10000,13000,30,8.489229,11.9885419,Training
796,Good,100,2,2,1.002777778,Stanbic IBTC,34,33.9,Unknown,Savings,2,1.5,3,2.005277778,1.002638889,365,365,1,1,1,2,10000,13000,30,3.4045763,7.1807758,Validation
797,Bad,50,1,2,1.003888889,Access Bank,30,30,Permanent,Savings,2,1.5,3,2.005833333,1.002916667,365,365,1,1,0.5,2,10000,13000,30,4.7205967,7.63062,Validation
798,Good,100,2,2,1.021666667,GT Bank,37,36.8,Permanent,Savings,0,1.5,3,2.023888889,1.011944444,365,365,0,1,1,2,10000,11500,15,6.5118088,9.652549,Validation
799,Good,50,1,2,1.002222222,Access Bank,27,26.7,Permanent,Savings,0,1.5,3,2.004166667,1.002083333,365,365,0,1,0.5,2,10000,13000,30,3.3684033,6.6554683,Test
800,Good,100,2,2,1.004444444,GT Bank,35,35,Self-Employed,Savings,0,1.5,3,2.006388889,1.003194444,365,365,0,1,1,2,10000,11500,15,5.6153833,6.3106117,Validation
801,Good,50,1,2,1.018888889,GT Bank,22,21.7,Self-Employed,Other,0,1.5,3,2.020833333,1.010416667,365,365,0,1,0.5,2,10000,13000,30,3.1960122,6.4794736,Training
