customerid,systemloanid,loannumber,approveddate,creationdate,DurApproval,loanamount,totaldue,termdays,termdays 2,Interestrate,referral,good_bad_flag of perf-trainperf,birthdate,AgeAtTimeofLoan,bank_account_type,bank_account_type_recode,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,employment_status_clients_Risk,employment_status_clients_Risk 2,level_of_education_clients,level_of_education_clients_Risk,level_of_education_clients 2,DemoCreditRating,Validation,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups
8a858e7d595026f8015951c0c4a03fae,301793190,1,2017/01/14 8:48:24.000000 AM,2017/01/14 7:48:17.000000 AM,60.116666667,10000,11500,15,Short,365,No,Good,1986/03/24 12:00:00.000000 AM,31,Savings,Savings,7.8876376,8.8351164,Diamond Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,Low - 60.17,Norm
8a858e7d595026f8015959f2dcd67106,301949188,1,2017/06/23 1:56:13.000000 PM,2017/06/23 12:55:05.000000 PM,61.133333333,10000,11500,15,Short,365,No,Bad,1987/08/04 12:00:00.000000 AM,30,Savings,Savings,3.8582203,7.4654727,GT Bank,Unknown,High,3,,High,3,9,Validation,28 - 32,60.23 - 61.13,Norm
8a858e7d595026f80159636aa36f487b,301799390,1,2017/01/23 12:38:50.000000 PM,2017/01/23 11:38:44.000000 AM,60.1,10000,11500,15,Short,365,No,Bad,1988/12/23 12:00:00.000000 AM,28,Savings,Savings,-3.5600504,54.5930709,Access Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,Low - 60.17,Norm
8a858e7e5b159af5015b16e181485f15,301849335,1,2017/03/29 2:20:01.000000 PM,2017/03/29 1:19:49.000000 PM,60.2,10000,13000,30,Norm,365,No,Good,1980/05/11 12:00:00.000000 AM,37,Savings,Savings,5.2375982,7.6443371,First Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.17 - 60.23,Norm
8a858e7e5b159af5015b159ee41e0440,301848590,1,2017/03/28 5:08:58.000000 PM,2017/03/28 4:08:25.000000 PM,60.55,10000,13000,30,Norm,365,No,Bad,1978/01/14 12:00:00.000000 AM,39,Savings,Savings,3.3839717,6.5881982,Access Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.23 - 61.13,Norm
8a858e7e5c7cff8b015c7d339f151aaa,301928801,1,2017/06/06 1:00:07.000000 PM,2017/06/06 11:59:57.000000 AM,60.166666667,10000,11500,15,Short,365,Yes,Good,1974/09/18 12:00:00.000000 AM,43,Savings,Savings,4.600013,8.5067382,UBA,Unknown,High,3,,High,3,9,Training,36 - High,Low - 60.17,Norm
8a858e8a5c1c14b8015c1d9847f24af8,301913080,1,2017/05/18 11:44:16.000000 PM,2017/05/18 10:43:08.000000 PM,61.133333333,10000,11500,15,Short,365,Yes,Good,1989/05/05 12:00:00.000000 AM,28,Savings,Savings,3.9503855,7.4508506,First Bank,Unknown,High,3,,High,3,9,Test,28 - 32,60.23 - 61.13,Norm
8a858e8a5c1c14b8015c208abf11720a,301913472,1,2017/05/19 1:09:58.000000 PM,2017/05/19 12:08:50.000000 PM,61.133333333,10000,11500,15,Short,365,No,Good,1973/07/14 12:00:00.000000 AM,44,Savings,Savings,3.9456262,7.3964165,First Bank,Unknown,High,3,,High,3,9,Test,36 - High,60.23 - 61.13,Norm
8a858e8a5c1c14b8015c208efaab73e4,301913543,1,2017/05/19 2:35:43.000000 PM,2017/05/19 1:34:32.000000 PM,61.183333333,10000,13000,30,Norm,365,No,Good,1980/06/30 12:00:00.000000 AM,37,Savings,Savings,3.3607768,6.5453099,Stanbic IBTC,Permanent,Low,1,,High,3,3,Validation,36 - High,61.13 - High,Norm
8a858e8a5ca0f59d015ca1736eef3cb3,301937258,1,2017/06/13 2:01:16.000000 PM,2017/06/13 1:00:09.000000 PM,61.116666667,10000,13000,30,Norm,365,No,Bad,1969/08/17 12:00:00.000000 AM,48,Savings,Savings,5.2212845,7.60063,First Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.23 - 61.13,Norm
8a858e8a575612610157713f256e1d4b,301925653,1,2017/06/03 1:54:18.000000 AM,2017/06/03 12:53:58.000000 AM,60.333333333,10000,11500,15,Short,365,No,Good,1988/09/26 12:00:00.000000 AM,29,Savings,Savings,3.3767541,6.5477112,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e8b5a8a77a9015a8d99c3190691,301829773,1,2017/03/02 11:23:40.000000 AM,2017/03/02 10:22:59.000000 AM,60.683333333,10000,11500,15,Short,365,No,Good,1988/05/14 12:00:00.000000 AM,29,Savings,Savings,3.3960655,6.556063,UBA,Permanent,Low,1,,High,3,3,Training,28 - 32,60.23 - 61.13,Norm
8a858e8b5bc9e7e6015bcd7b7ee305b9,301892315,1,2017/05/06 9:51:50.000000 AM,2017/05/06 8:51:42.000000 AM,60.133333333,10000,13000,30,Norm,365,Yes,Good,1983/12/25 12:00:00.000000 AM,33,Savings,Savings,3.484045,6.6280563,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,Low - 60.17,Norm
8a858e8b5bc9e7e6015bcd7374077f0c,301888252,1,2017/05/03 1:00:43.000000 PM,2017/05/03 11:08:47.000000 AM,111.93333333,10000,13000,30,Norm,365,Yes,Good,1988/06/12 12:00:00.000000 AM,29,Savings,Savings,3.4248251,6.4558023,First Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,61.13 - High,Norm
8a858e8c5d37e319015d3a77a3b6530e,301976055,1,2017/07/13 1:25:48.000000 PM,2017/07/13 12:24:35.000000 PM,61.216666667,10000,11500,15,Short,365,Yes,Good,1978/08/30 12:00:00.000000 AM,39,Savings,Savings,7.0721976,8.9493765,UBA,Unknown,High,3,,High,3,9,Test,36 - High,61.13 - High,Norm
8a858e8c5d37e319015d3bac80e24f51,301976377,1,2017/07/13 4:41:46.000000 PM,2017/07/13 3:40:37.000000 PM,61.15,10000,11500,15,Short,365,No,Good,1988/05/12 12:00:00.000000 AM,29,Savings,Savings,7.9369629,5.8830913,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,61.13 - High,Norm
8a858e8d5bf2d0c1015bf2effef1148b,301899735,1,2017/05/10 5:22:48.000000 PM,2017/05/10 4:22:35.000000 PM,60.216666667,10000,11500,30,Norm,182.5,Yes,Good,1982/06/02 12:00:00.000000 AM,35,Savings,Savings,3.4297484,6.4329072,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.17 - 60.23,Norm
8a858e8d5bf2d0c1015bf34ffdc94e1a,301909187,1,2017/05/16 10:39:45.000000 AM,2017/05/16 9:38:36.000000 AM,61.15,10000,13000,30,Norm,365,No,Bad,1978/09/03 12:00:00.000000 AM,39,Savings,Savings,7.4498179,9.0579825,Zenith Bank,Unknown,High,3,,High,3,9,Training,36 - High,61.13 - High,Norm
8a858e8d5c35bc85015c376e591c637d,301916804,1,2017/05/24 12:23:16.000000 AM,2017/05/23 11:22:07.000000 PM,61.15,10000,13000,30,Norm,365,No,Good,1983/05/04 12:00:00.000000 AM,34,Savings,Savings,7.9669489,5.0285225,First Bank,Unknown,High,3,,High,3,9,Validation,32 - 36,61.13 - High,Norm
8a858e8d5c35bc85015c36001c1a1ff2,301932855,1,2017/06/09 3:19:28.000000 PM,2017/06/09 2:18:21.000000 PM,61.116666667,10000,11500,15,Short,365,No,Good,1994/07/21 12:00:00.000000 AM,23,Savings,Savings,7.3226485,9.1437625,GT Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858e8d5d41c5fd015d421a1e762278,301978580,1,2017/07/15 1:53:39.000000 AM,2017/07/15 12:52:29.000000 AM,61.166666667,10000,13000,30,Norm,365,Yes,Bad,1992/09/19 12:00:00.000000 AM,25,Savings,Savings,3.3525884,7.14754,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,61.13 - High,Norm
8a858e8d56adbdae0156b30248fe3104,301690631,1,2016/08/22 5:29:46.000000 PM,2016/08/22 4:29:36.000000 PM,60.166666667,10000,13000,30,Norm,365,No,Good,1981/11/15 12:00:00.000000 AM,35,Savings,Savings,3.9239833,7.535835,First Bank,Self-Employed,Med,2,,High,3,6,Validation,32 - 36,Low - 60.17,Norm
8a858e8d56adbdae0156b437814d071b,301949762,1,2017/06/23 9:28:36.000000 PM,2017/06/23 8:27:27.000000 PM,61.15,10000,13000,30,Norm,365,No,Good,1980/06/24 12:00:00.000000 AM,37,Other,Other,7.0619706,6.206776,FCMB,Permanent,Low,1,,High,3,3,Training,36 - High,61.13 - High,Norm
8a858e8d56b784480156b7d232f723a8,301691997,1,2016/08/23 3:41:28.000000 PM,2016/08/23 2:41:19.000000 PM,60.15,10000,11500,15,Short,365,No,Good,1975/07/15 12:00:00.000000 AM,41,Other,Other,7.1125429,4.9024769,EcoBank,Self-Employed,Med,2,Graduate,Low,1,2,Training,36 - High,Low - 60.17,Norm
8a858e8d56b784480156b9e9f16a0420,301692597,1,2016/08/24 1:19:54.000000 AM,2016/08/24 12:19:42.000000 AM,60.2,10000,11500,15,Short,365,No,Good,1983/04/05 12:00:00.000000 AM,33,Other,Other,7.4406707,9.015519,GT Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,60.17 - 60.23,Norm
8a858e8d56b784480156bc6edb9004d9,301693211,1,2016/08/24 1:04:26.000000 PM,2016/08/24 12:04:16.000000 PM,60.166666667,10000,13000,30,Norm,365,No,Good,1983/12/14 12:00:00.000000 AM,33,Other,Other,3.283042,6.5814628,First Bank,Self-Employed,Med,2,Graduate,Low,1,2,Test,32 - 36,Low - 60.17,Norm
8a858e8d56b784480156bd9bd7f82e28,301914923,1,2017/05/21 6:43:33.000000 PM,2017/05/21 5:42:25.000000 PM,61.133333333,10000,13000,30,Norm,365,No,Good,1987/07/17 12:00:00.000000 AM,30,Other,Other,3.3189043,6.6649115,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e8d56b784480156c0daba003ae3,301944749,1,2017/06/20 11:50:58.000000 AM,2017/06/20 10:49:49.000000 AM,61.15,10000,11500,15,Short,365,No,Good,1984/06/26 12:00:00.000000 AM,33,Other,Other,3.3759409,6.5551562,Diamond Bank,Self-Employed,Med,2,,High,3,6,Test,32 - 36,61.13 - High,Norm
8a858e8d56b784480156c16a09706bd5,301694691,1,2016/08/25 1:15:35.000000 PM,2016/08/25 12:15:25.000000 PM,60.166666667,10000,11500,15,Short,365,No,Good,1987/05/25 12:00:00.000000 AM,29,Other,Other,3.3454755,6.5008199,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,Low - 60.17,Norm
8a858e8d56b784480156c22f1aac38f2,301695206,1,2016/08/25 6:44:12.000000 PM,2016/08/25 5:44:01.000000 PM,60.183333333,10000,11500,15,Short,365,No,Good,1977/08/24 12:00:00.000000 AM,39,Savings,Savings,7.9257505,4.6438891,Zenith Bank,Permanent,Low,1,,High,3,3,Test,36 - High,60.17 - 60.23,Norm
8a858e8d56b784480156c30ca7157f73,301811766,1,2017/02/07 12:40:53.000000 PM,2017/02/07 11:40:43.000000 AM,60.166666667,10000,13000,30,Norm,365,No,Good,1977/12/01 12:00:00.000000 AM,39,Other,Other,3.3356327,6.4464999,Sterling Bank,Permanent,Low,1,,High,3,3,Test,36 - High,Low - 60.17,Norm
8a858e8d56b784480156cc1a80f60132,301697466,1,2016/08/27 2:27:20.000000 PM,2016/08/27 1:27:11.000000 PM,60.15,10000,11500,15,Short,365,No,Good,1968/01/04 12:00:00.000000 AM,49,Savings,Savings,3.3435,6.6925533,GT Bank,Self-Employed,Med,2,,High,3,6,Validation,36 - High,Low - 60.17,Norm
8a858e8d56b784480156d7d32d347963,301699525,1,2016/08/29 8:49:50.000000 PM,2016/08/29 7:49:40.000000 PM,60.166666667,10000,11500,15,Short,365,No,Good,1989/11/01 12:00:00.000000 AM,27,Other,Other,3.410251,6.4498213,First Bank,Self-Employed,Med,2,,High,3,6,Training,Low - 28,Low - 60.17,Norm
8a858e8d56b784480156d65d90d422cb,301699920,1,2016/08/30 1:10:22.000000 PM,2016/08/30 12:10:10.000000 PM,60.2,10000,13000,30,Norm,365,No,Bad,1977/09/10 12:00:00.000000 AM,39,Other,Other,5.1896523,7.2357528,FCMB,Permanent,Low,1,Post-Graduate,Low,1,1,Validation,36 - High,60.17 - 60.23,Norm
8a858e8e5bed1968015bed2ff2c80fc2,301897539,1,2017/05/09 2:45:44.000000 PM,2017/05/09 1:45:29.000000 PM,60.25,10000,13000,30,Norm,365,Yes,Bad,1982/07/04 12:00:00.000000 AM,35,Savings,Savings,3.3673347,6.71411,UBA,Permanent,Low,1,,High,3,3,Test,32 - 36,60.23 - 61.13,Norm
8a858e8e5ca1f1a8015ca2d44044627e,301940761,1,2017/06/16 11:00:57.000000 AM,2017/06/16 9:59:46.000000 AM,61.183333333,10000,13000,30,Norm,365,No,Good,1988/10/23 12:00:00.000000 AM,29,Savings,Savings,7.4567704,8.9803803,Skye Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,61.13 - High,Norm
8a858e8e5ca1f1a8015ca6a8cfcb31f4,301977932,1,2017/07/14 4:01:58.000000 PM,2017/07/14 3:01:49.000000 PM,60.15,10000,13000,30,Norm,365,No,Good,1987/08/26 12:00:00.000000 AM,30,Savings,Savings,3.8798388,7.3867693,First Bank,Unknown,High,3,,High,3,9,Test,28 - 32,Low - 60.17,Norm
8a858e8e5ca1f1a8015ca6ccb89a4291,301950228,1,2017/06/24 10:43:34.000000 AM,2017/06/24 9:42:25.000000 AM,61.15,10000,13000,30,Norm,365,No,Good,1984/08/01 12:00:00.000000 AM,33,Savings,Savings,3.0851214,6.5334629,Stanbic IBTC,Permanent,Low,1,,High,3,3,Validation,32 - 36,61.13 - High,Norm
8a858e8e5ca1f1a8015ca24da25735e3,301942966,1,2017/06/18 7:23:53.000000 PM,2017/06/18 6:22:45.000000 PM,61.133333333,10000,13000,30,Norm,365,Yes,Good,1980/08/07 12:00:00.000000 AM,37,Savings,Savings,7.5492671,8.9475868,GT Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.23 - 61.13,Norm
8a858e8e5ca1f1a8015ca61b2fca6f31,301938414,1,2017/06/14 12:40:12.000000 PM,2017/06/14 11:39:03.000000 AM,61.15,10000,13000,30,Norm,365,No,Good,1981/07/11 12:00:00.000000 AM,36,Savings,Savings,3.3273392,7.0998477,GT Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,61.13 - High,Norm
8a858e8e5cc54eb9015cc59a217a246a,301944975,1,2017/06/20 2:21:30.000000 PM,2017/06/20 1:20:21.000000 PM,61.15,10000,13000,30,Norm,365,No,Good,1985/06/07 12:00:00.000000 AM,32,Savings,Savings,3.4269933,6.4452736,First Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,61.13 - High,Norm
8a858e8e58f6d66f0158fd7ee9af731f,301773702,1,2016/12/14 2:50:49.000000 PM,2016/12/14 1:50:37.000000 PM,60.2,10000,13000,30,Norm,365,No,Bad,1981/12/13 12:00:00.000000 AM,35,Savings,Savings,5.2018248,7.209382,GT Bank,Unknown,High,3,,High,3,9,Test,32 - 36,60.17 - 60.23,Norm
8a858e8e58f6d66f0158ff063d6d38cd,301774058,1,2016/12/14 9:39:06.000000 PM,2016/12/14 8:37:56.000000 PM,61.166666667,10000,13000,30,Norm,365,No,Good,1986/06/16 12:00:00.000000 AM,31,Savings,Savings,8.9005635,9.8669047,Diamond Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,61.13 - High,Norm
8a858e8e58f6d66f015904a859fd5589,301774989,1,2016/12/16 9:01:21.000000 AM,2016/12/16 8:01:10.000000 AM,60.183333333,10000,11500,15,Short,365,No,Bad,1989/03/23 12:00:00.000000 AM,28,Savings,Savings,3.37268,6.563738,Stanbic IBTC,Permanent,Low,1,,High,3,3,Training,Low - 28,60.17 - 60.23,Norm
8a858e8e59b6ee010159b7177daa162c,301806357,1,2017/01/30 3:54:27.000000 PM,2017/01/30 2:54:16.000000 PM,60.183333333,10000,11500,15,Short,365,No,Good,1992/06/19 12:00:00.000000 AM,25,Savings,Savings,3.3556378,6.4897847,Fidelity Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.17 - 60.23,Norm
8a858e8e59b255f50159b395d7435990,301796463,1,2017/01/19 5:28:54.000000 AM,2017/01/19 4:28:41.000000 AM,60.216666667,10000,11500,15,Short,365,No,Good,1984/07/04 12:00:00.000000 AM,33,Savings,Savings,4.5577682,8.4839691,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.17 - 60.23,Norm
8a858e8e59bbadf50159bc079e1a31c1,301798568,1,2017/01/22 12:36:18.000000 AM,2017/01/21 11:35:55.000000 PM,60.383333333,10000,13000,30,Norm,365,No,Bad,1985/03/01 12:00:00.000000 AM,32,Savings,Savings,4.5553875,8.4818239,First Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e8f5d41c974015d4b7f31865627,301980492,1,2017/07/16 3:32:24.000000 PM,2017/07/16 2:31:15.000000 PM,61.15,10000,11500,15,Short,365,Yes,Bad,1993/09/09 12:00:00.000000 AM,24,Savings,Savings,3.5246642,6.6592427,First Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,61.13 - High,Norm
8a858e8f5d41c974015d4529ae0f1220,301980792,1,2017/07/16 7:31:42.000000 PM,2017/07/16 6:30:32.000000 PM,61.166666667,10000,11500,15,Short,365,No,Good,1963/12/06 12:00:00.000000 AM,54,Savings,Savings,3.9720595,7.337389,GT Bank,Permanent,Low,1,,High,3,3,Test,36 - High,61.13 - High,Norm
8a858e9a54d9121b0154dd1bfff23870,301892826,1,2017/05/06 5:04:46.000000 PM,2017/05/06 4:04:34.000000 PM,60.2,10000,13000,30,Norm,365,No,Bad,1991/04/25 12:00:00.000000 AM,26,Savings,Savings,3.3820708,6.5204898,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.17 - 60.23,Norm
8a858e9b5a69f076015a69fd874304e1,301824743,1,2017/02/23 11:15:12.000000 AM,2017/02/23 10:14:50.000000 AM,60.366666667,10000,11500,15,Short,365,No,Good,1973/06/21 12:00:00.000000 AM,44,Savings,Savings,3.8608506,7.3670532,Diamond Bank,Permanent,Low,1,,High,3,3,Test,36 - High,60.23 - 61.13,Norm
8a858e9b5a61655b015a61a53637255e,301911312,1,2017/05/17 1:00:38.000000 PM,2017/05/17 11:59:28.000000 AM,61.166666667,10000,11500,15,Short,365,No,Bad,1989/06/26 12:00:00.000000 AM,28,Savings,Savings,5.6160622,6.3711057,EcoBank,Unknown,High,3,,High,3,9,Training,Low - 28,61.13 - High,Norm
8a858e9b5a61655b015a61e631833c3e,301842709,1,2017/03/20 8:19:34.000000 PM,2017/03/20 7:19:11.000000 PM,60.383333333,10000,13000,30,Norm,365,No,Bad,1983/03/26 12:00:00.000000 AM,34,Savings,Savings,3.1210463,6.4962423,Access Bank,Unknown,High,3,,High,3,9,Test,32 - 36,60.23 - 61.13,Norm
8a858e9b5a195041015a1a602a51519d,301812280,1,2017/02/07 11:19:50.000000 PM,2017/02/07 10:19:39.000000 PM,60.183333333,10000,11500,15,Short,365,No,Good,1983/02/02 12:00:00.000000 AM,34,Savings,Savings,7.1694297,9.2174068,GT Bank,Unknown,High,3,,High,3,9,Validation,32 - 36,60.17 - 60.23,Norm
8a858e9b5b47ecc1015b4810b9de1ab0,301859619,1,2017/04/07 5:32:22.000000 PM,2017/04/07 4:32:09.000000 PM,60.216666667,10000,13000,30,Norm,365,No,Good,1989/08/07 12:00:00.000000 AM,28,Savings,Savings,3.2413997,6.5886976,First Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.17 - 60.23,Norm
8a858e9b5bcf8546015bcfaf5b680756,301890615,1,2017/05/05 7:48:27.000000 AM,2017/05/05 6:48:14.000000 AM,60.216666667,10000,11500,15,Short,365,No,Bad,1984/07/20 12:00:00.000000 AM,33,Savings,Savings,3.585785,6.60072,First Bank,Unknown,High,3,,High,3,9,Validation,32 - 36,60.17 - 60.23,Norm
8a858e9b5bcf8546015bcff969fd0f8f,301892131,1,2017/05/06 6:47:28.000000 AM,2017/05/06 5:47:17.000000 AM,60.183333333,10000,13000,30,Norm,365,No,Good,1991/09/06 12:00:00.000000 AM,26,Savings,Savings,7.3965198,9.0603053,First Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.17 - 60.23,Norm
8a858e9b560bbd6301560bd6568f0312,301657273,1,2016/07/21 12:03:35.000000 PM,2016/07/21 11:03:23.000000 AM,60.2,10000,11500,15,Short,365,No,Good,1981/02/19 12:00:00.000000 AM,35,Savings,Savings,4.528442,7.8212769,Stanbic IBTC,Permanent,Low,1,,High,3,3,Training,32 - 36,60.17 - 60.23,Norm
8a858e9b560bbd6301561cd3a9a876c1,301844901,1,2017/03/23 2:00:59.000000 PM,2017/03/23 12:15:11.000000 PM,105.8,10000,13000,30,Norm,365,No,Good,1993/04/09 12:00:00.000000 AM,24,Other,Other,3.271705,6.4518817,Diamond Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,61.13 - High,Norm
8a858e9b560bbd6301561e50ee830cbd,301659952,1,2016/07/24 8:14:02.000000 PM,2016/07/24 7:13:46.000000 PM,60.266666667,10000,11500,15,Short,365,No,Good,1991/04/01 12:00:00.000000 AM,25,Other,Other,3.5809041,6.4778912,GT Bank,Self-Employed,Med,2,,High,3,6,Validation,Low - 28,60.23 - 61.13,Norm
8a858e9b560bbd6301561ea184a0102d,301832030,1,2017/03/05 9:53:26.000000 PM,2017/03/05 8:53:15.000000 PM,60.183333333,10000,11500,15,Short,365,No,Good,1990/06/17 12:00:00.000000 AM,27,Other,Other,3.3488096,6.6463647,First Bank,Permanent,Low,1,Graduate,Low,1,1,Validation,Low - 28,60.17 - 60.23,Norm
8a858e9b560bbd63015611d6c90f0f5f,301683602,1,2016/08/16 5:53:12.000000 PM,2016/08/16 4:53:02.000000 PM,60.166666667,10000,13000,30,Norm,365,No,Good,1990/08/04 12:00:00.000000 AM,26,Other,Other,5.648497,5.919388,GT Bank,Permanent,Low,1,Secondary,Med,2,2,Validation,Low - 28,Low - 60.17,Norm
8a858e9b560bbd63015612f7790c7b4f,301658236,1,2016/07/22 3:18:33.000000 PM,2016/07/22 2:18:16.000000 PM,60.283333333,10000,11500,15,Short,365,No,Good,1977/03/01 12:00:00.000000 AM,39,Other,Other,5.996465,9.0695957,First Bank,Self-Employed,Med,2,,High,3,6,Validation,36 - High,60.23 - 61.13,Norm
8a858e9b562dc748015630536c752aa4,301662394,1,2016/07/28 8:10:33.000000 AM,2016/07/28 7:10:24.000000 AM,60.15,10000,11500,15,Short,365,No,Good,1992/08/16 12:00:00.000000 AM,24,Savings,Savings,6.1001944,5.7827363,EcoBank,Self-Employed,Med,2,Graduate,Low,1,2,Training,Low - 28,Low - 60.17,Norm
8a858e9b56237632015626314c1a2a42,301661094,1,2016/07/26 11:11:04.000000 AM,2016/07/26 10:10:56.000000 AM,60.133333333,10000,11500,15,Short,365,No,Good,1990/04/25 12:00:00.000000 AM,26,Savings,Savings,3.331192,6.5633618,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,Low - 60.17,Norm
8a858e9b5623763201562819994d393a,301661473,1,2016/07/26 5:48:34.000000 PM,2016/07/26 4:48:26.000000 PM,60.133333333,10000,13000,30,Norm,365,No,Good,1980/04/11 12:00:00.000000 AM,36,Other,Other,5.6069467,6.4270583,Zenith Bank,Self-Employed,Med,2,,High,3,6,Test,36 - High,Low - 60.17,Norm
8a858e9c5770cff9015770f870821891,301733588,1,2016/09/30 4:32:51.000000 PM,2016/09/30 3:32:43.000000 PM,60.133333333,10000,11500,15,Short,365,No,Good,1994/11/11 12:00:00.000000 AM,22,Other,Other,3.3431419,6.6467363,Zenith Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,Low - 60.17,Norm
8a858e9d5b2465bb015b24743be909c3,301851131,1,2017/03/31 2:15:08.000000 PM,2017/03/31 1:14:55.000000 PM,60.216666667,10000,11500,15,Short,365,No,Good,1981/05/17 12:00:00.000000 AM,36,Savings,Savings,3.3947654,6.449467,First Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.17 - 60.23,Norm
8a858e9d5bfd7037015bfdab79f61305,301904399,1,2017/05/13 6:47:49.000000 AM,2017/05/13 5:47:36.000000 AM,60.216666667,10000,11500,15,Short,365,No,Good,1983/05/28 12:00:00.000000 AM,34,Savings,Savings,3.3189043,6.6815947,UBA,Permanent,Low,1,,High,3,3,Training,32 - 36,60.17 - 60.23,Norm
8a858e9d5bfd7037015c0baee4de3547,301937139,1,2017/06/13 12:24:54.000000 PM,2017/06/13 11:23:46.000000 AM,61.133333333,10000,13000,30,Norm,365,No,Good,1976/07/11 12:00:00.000000 AM,41,Savings,Savings,4.541653,7.7835196,EcoBank,Unknown,High,3,,High,3,9,Test,36 - High,60.23 - 61.13,Norm
8a858e9d5bfd7037015c0dc3a27c6d93,301962166,1,2017/07/03 9:13:04.000000 PM,2017/07/03 8:11:56.000000 PM,61.133333333,10000,13000,30,Norm,365,No,Good,1984/08/17 12:00:00.000000 AM,33,Savings,Savings,3.1574133,6.4803767,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.23 - 61.13,Norm
8a858e9d5bfd7037015c02983b964527,301936084,1,2017/06/12 2:52:43.000000 PM,2017/06/12 1:51:35.000000 PM,61.133333333,10000,13000,30,Norm,365,No,Bad,1986/05/03 12:00:00.000000 AM,31,Savings,Savings,3.8649797,7.3274142,GT Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.23 - 61.13,Norm
8a858e9d5bfd7037015c07cdd6f1278d,301906516,1,2017/05/14 5:47:35.000000 PM,2017/05/14 4:47:24.000000 PM,60.183333333,10000,13000,30,Norm,365,No,Good,1975/10/31 12:00:00.000000 AM,42,Savings,Savings,3.5662441,6.4677104,Access Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
8a858e9d5bfd7037015c0729a259179f,301906331,1,2017/05/14 3:08:52.000000 PM,2017/05/14 2:08:38.000000 PM,60.233333333,10000,13000,30,Norm,365,No,Good,1987/11/22 12:00:00.000000 AM,29,Savings,Savings,7.4450653,10.5427875,Keystone Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.17 - 60.23,Norm
8a858e9d59e0997b0159ea88a18970b1,301823634,1,2017/02/21 8:42:52.000000 PM,2017/02/21 7:42:36.000000 PM,60.266666667,10000,13000,30,Norm,365,No,Bad,1981/05/13 12:00:00.000000 AM,36,Savings,Savings,3.3607768,6.646284,GT Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,60.23 - 61.13,Norm
8a858e9d59f013710159f3efc4683cec,301823071,1,2017/02/21 10:09:01.000000 AM,2017/02/21 9:08:43.000000 AM,60.3,10000,13000,30,Norm,365,No,Bad,1981/01/17 12:00:00.000000 AM,36,Savings,Savings,7.7982203,4.9970394,First Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.23 - 61.13,Norm
8a858e9e5b1f064e015b1f1aae1f11d1,301850112,1,2017/03/30 2:08:39.000000 PM,2017/03/30 1:08:28.000000 PM,60.183333333,10000,13000,30,Norm,365,No,Good,1975/01/03 12:00:00.000000 AM,42,Savings,Savings,3.3573123,6.5020596,Diamond Bank,Permanent,Low,1,,High,3,3,Test,36 - High,60.17 - 60.23,Norm
8a858e9e579558b6015795d6a68f473c,301737563,1,2016/10/05 6:15:52.000000 PM,2016/10/05 5:15:41.000000 PM,60.183333333,10000,11500,15,Short,365,No,Good,1995/03/31 12:00:00.000000 AM,22,Other,Other,3.9736535,7.3680332,First Bank,Student,High,3,Graduate,Low,1,3,Training,Low - 28,60.17 - 60.23,Norm
