customerid,systemloanid,loannumber,approveddate,creationdate,DurApproval,loanamount,totaldue,termdays,termdays 2,Interestrate,referral,good_bad_flag of perf-trainperf,birthdate,AgeAtTimeofLoan,bank_account_type,bank_account_type_recode,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,employment_status_clients_Risk,employment_status_clients_Risk 2,level_of_education_clients,level_of_education_clients_Risk,level_of_education_clients 2,DemoCreditRating,Validation,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups
8a858e6a5cc6b1aa015cca236b471ea6,301961777,1,16:17.0,15:03.0,61.23333333,10000,13000,30,Norm,365,No,Good,00:00.0,36,Savings,Savings,3.4999799,6.6812131,GT Bank,Unknown,High,3,,High,3,9,Test,32 - 36,61.13 - High,Norm
8a858e6b5ccb6ea8015ccf29e82b1b24,301948784,1,22:05.0,20:56.0,61.15,10000,11500,15,Short,365,No,Bad,00:00.0,47,Savings,Savings,3.2737031,6.6045032,EcoBank,Permanent,Low,1,,High,3,3,Training,36 - High,61.13 - High,Norm
8a858e6b5d1885ce015d1888318b0258,301969446,1,26:00.0,25:46.0,60.23333333,10000,11500,15,Short,365,No,Bad,00:00.0,29,Savings,Savings,4.61952,8.4723117,GT Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,60.17 - 60.23,Norm
8a858e6c5b5bd8ac015b5c0357581aef,301874539,1,26:12.0,25:57.0,60.25,10000,11500,15,Short,365,No,Good,00:00.0,26,Savings,Savings,3.3428271,7.1261046,Access Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858e6c5bd3fbff015bd6c602636a07,301891962,1,25:37.0,25:29.0,60.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,33,Savings,Savings,3.5547609,6.4637795,Fidelity Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,Low - 60.17,Norm
8a858e6c5bd3fbff015bd408ac3e067a,301889878,1,53:37.0,53:21.0,60.26666667,10000,11500,15,Short,365,Yes,Bad,00:00.0,35,Savings,Savings,3.3661119,6.5975949,GT Bank,Unknown,High,3,,High,3,9,Validation,32 - 36,60.23 - 61.13,Norm
8a858e6c5bd3fbff015bd5736e545cd2,301891858,1,33:21.0,33:11.0,60.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,27,Savings,Savings,3.4787141,6.4397212,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,Low - 60.17,Norm
8a858e6c5c88d145015c8b9627cd5a48,301932287,1,02:44.0,01:35.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,38,Savings,Savings,3.3670083,6.4973131,Sterling Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,61.13 - High,Norm
8a858e6c5c88d145015c8c304fd31930,301933043,1,44:36.0,43:28.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,28,Savings,Savings,3.3522834,6.6213847,GT Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.23 - 61.13,Norm
8a858e6c5c88d145015c8cf7a5e17156,301932755,1,08:56.0,07:45.0,61.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,29,Savings,Savings,3.3248324,6.5752069,Diamond Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,61.13 - High,Norm
8a858e6c5c88d145015c8d19eb99041d,301932826,1,58:41.0,57:32.0,61.15,10000,13000,30,Norm,365,Yes,Good,00:00.0,38,Savings,Savings,3.35697,6.6891717,GT Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,61.13 - High,Norm
8a858e6c5c88d145015c8fa5e8122270,301933389,1,48:45.0,47:35.0,61.16666667,10000,13000,30,Norm,365,Yes,Good,00:00.0,24,Savings,Savings,3.3531441,6.6346273,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,61.13 - High,Norm
8a858e6c5c88d145015c9b807b4d20d6,301962028,1,56:24.0,55:16.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,25,Savings,Savings,6.695749,6.2030015,GT Bank,Unknown,High,3,,High,3,9,Validation,Low - 28,60.23 - 61.13,Norm
8a858e6c5c88d145015c9c27783c72a0,301935957,1,12:40.0,11:32.0,61.13333333,10000,11500,15,Short,365,No,Bad,00:00.0,35,Savings,Savings,3.43672,6.4269783,GT Bank,Unknown,High,3,,High,3,9,Test,32 - 36,60.23 - 61.13,Norm
8a858e6c5c88d145015c9caa6c0f328c,301962576,1,39:39.0,38:30.0,61.15,10000,13000,30,Norm,365,Yes,Good,00:00.0,31,Savings,Savings,3.3466833,6.6216883,Skye Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,61.13 - High,Norm
8a858e6c5c88d145015c9dd6f5d21b4b,301953969,1,39:58.0,39:51.0,60.11666667,10000,11500,15,Short,365,Yes,Bad,00:00.0,45,Savings,Savings,3.3479666,6.5455211,GT Bank,Unknown,High,3,,High,3,9,Validation,36 - High,Low - 60.17,Norm
8a858e6c5c88d145015c9e3b482226ac,301936650,1,56:52.0,55:44.0,61.13333333,10000,13000,30,Norm,365,Yes,Good,00:00.0,37,Savings,Savings,3.503346,6.6316306,Wema Bank,Permanent,Low,1,,High,3,3,Test,36 - High,60.23 - 61.13,Norm
8a858e6c5c88d145015c9e2125702448,301945376,1,24:41.0,23:33.0,61.13333333,10000,11500,30,Norm,182.5,Yes,Good,00:00.0,41,Savings,Savings,3.4395312,6.4380197,Fidelity Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858e6c5c88d145015c92c49dec0023,301941434,1,54:13.0,53:06.0,61.11666667,10000,13000,30,Norm,365,No,Good,00:00.0,24,Savings,Savings,7.0120454,4.8756519,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858e6c5c88d145015c93ab0c4d2933,301951531,1,19:11.0,18:04.0,61.11666667,10000,11500,15,Short,365,No,Bad,00:00.0,25,Savings,Savings,3.9442413,7.4402696,UBA,Unknown,High,3,,High,3,9,Validation,Low - 28,60.23 - 61.13,Norm
8a858e6c5c88d145015c97f3ff1724b0,301937526,1,35:13.0,34:05.0,61.13333333,10000,11500,15,Short,365,Yes,Good,00:00.0,31,Savings,Savings,3.8717344,7.3574644,GT Bank,Unknown,High,3,,High,3,9,Training,28 - 32,60.23 - 61.13,Norm
8a858e6c5c88d145015c894de1a91c5c,301931974,1,29:01.0,27:53.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,29,Savings,Savings,3.363275,7.1455067,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e6c5c88d145015c894de5001cce,301933021,1,25:51.0,24:43.0,61.13333333,10000,13000,30,Norm,365,Yes,Good,00:00.0,34,Savings,Savings,6.3211118,4.9383161,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.23 - 61.13,Norm
8a858e6c5c88d145015c967ac98c63fa,301934650,1,08:48.0,07:41.0,61.11666667,10000,11500,15,Short,365,Yes,Bad,00:00.0,37,Savings,Savings,3.9120898,7.4109961,GT Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858e6c5c88d145015c9624de8056f3,301934549,1,10:04.0,08:56.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,39,Savings,Savings,8.616696,7.712747,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.23 - 61.13,Norm
8a858e6c5c88d145015c9817fa35283d,301935073,1,16:50.0,15:42.0,61.13333333,10000,13000,30,Norm,365,Yes,Good,00:00.0,36,Savings,Savings,7.4518268,10.4560748,Stanbic IBTC,Permanent,Low,1,,High,3,3,Test,36 - High,60.23 - 61.13,Norm
8a858e6c5c88d145015c89430ef61a5d,301931939,1,54:59.0,53:51.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,25,Savings,Savings,3.3352713,6.6397855,UBA,Permanent,Low,1,,High,3,3,Training,Low - 28,60.23 - 61.13,Norm
8a858e6c5c88d145015c96155c47559b,301981474,1,01:55.0,00:43.0,61.2,10000,11500,15,Short,365,No,Bad,00:00.0,25,Savings,Savings,7.6471033,9.0231533,Stanbic IBTC,Permanent,Low,1,,High,3,3,Validation,Low - 28,61.13 - High,Norm
8a858e6c5c88d145015c89156898102a,301931897,1,16:11.0,15:03.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,32,Savings,Savings,3.3500692,6.5207447,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e6d5b62e36f015b668ed4dc3aaa,301900747,1,33:00.0,32:53.0,60.11666667,10000,13000,30,Norm,365,No,Bad,00:00.0,29,Savings,Savings,7.635235,12.9694333,GT Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,Low - 60.17,Norm
8a858e6d5b62e36f015b6510c8b02ff6,301866574,1,22:59.0,22:43.0,60.26666667,10000,13000,30,Norm,365,Yes,Good,00:00.0,25,Savings,Savings,3.7982338,7.3828962,Zenith Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.23 - 61.13,Norm
8a858e6d5b62e36f015b63142f1c30e8,301867108,1,00:49.0,29:55.0,90.9,10000,11500,15,Short,365,No,Bad,00:00.0,42,Savings,Savings,3.4354799,6.8144057,First Bank,Unknown,High,3,,High,3,9,Validation,36 - High,61.13 - High,Norm
8a858e6d5b252065015b2acdc061657c,301852017,1,53:58.0,53:47.0,60.18333333,10000,11500,15,Short,365,No,Good,00:00.0,47,Savings,Savings,3.2883993,6.6108135,First Bank,Unknown,High,3,,High,3,9,Test,36 - High,60.17 - 60.23,Norm
8a858e6d5b252065015b2fa1ee3843da,301904564,1,08:28.0,07:58.0,60.5,10000,11500,15,Short,365,No,Bad,00:00.0,31,Savings,Savings,3.3808276,6.6017004,GT Bank,Unknown,High,3,,High,3,9,Test,28 - 32,60.23 - 61.13,Norm
8a858e6d5b252065015b2fdbe1cd542c,301852744,1,06:08.0,05:57.0,60.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,36,Savings,Savings,7.3342646,9.1510659,Skye Bank,Unknown,High,3,,High,3,9,Validation,32 - 36,60.17 - 60.23,Norm
8a858e6d5b252065015b29d353784928,301927248,1,37:19.0,37:12.0,60.11666667,10000,13000,30,Norm,365,No,Bad,00:00.0,30,Savings,Savings,3.871098,7.3338866,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,Low - 60.17,Norm
8a858e6d5b252065015b305a3ef77693,301858940,1,18:39.0,18:26.0,60.21666667,10000,13000,30,Norm,365,No,Good,00:00.0,36,Savings,Savings,3.5037431,6.4301831,Stanbic IBTC,Permanent,Low,1,,High,3,3,Training,36 - High,60.17 - 60.23,Norm
8a858e6d5bb44226015bb467068c0fe2,301883381,1,07:58.0,07:45.0,60.21666667,10000,11500,15,Short,365,Yes,Good,00:00.0,41,Savings,Savings,3.3456255,6.4837697,Skye Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.17 - 60.23,Norm
8a858e6d58b0cc520158b4bcc7f61ef2,301946303,1,43:17.0,42:08.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,37,Savings,Savings,3.3653819,6.5471774,GT Bank,Permanent,Low,1,Graduate,Low,1,1,Validation,36 - High,61.13 - High,Norm
8a858e6d58b0cc520158b1844b942e90,301767607,1,52:10.0,51:58.0,60.2,10000,11500,15,Short,365,No,Good,00:00.0,24,Savings,Savings,4.8191781,7.9086024,First Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.17 - 60.23,Norm
8a858e6d58b0cc520158b1932da631fe,301766768,1,35:15.0,34:57.0,60.3,10000,13000,30,Norm,365,No,Good,00:00.0,26,Savings,Savings,3.2745521,6.6501942,GT Bank,Student,High,3,,High,3,9,Test,Low - 28,60.23 - 61.13,Norm
8a858e6d58b0cc520158b12136e119c8,301951858,1,53:09.0,52:01.0,61.13333333,10000,11500,15,Short,365,No,Bad,00:00.0,27,Savings,Savings,3.0823159,6.5099619,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.23 - 61.13,Norm
8a858e6d58b0cc520158beeb14b22a5a,301768284,1,56:09.0,55:57.0,60.2,10000,13000,30,Norm,365,No,Bad,00:00.0,38,Savings,Savings,6.981903,4.7853971,EcoBank,Unknown,High,3,,High,3,9,Training,36 - High,60.17 - 60.23,Norm
8a858e6d58b0cc520158bf39027938cf,301768359,1,37:45.0,37:03.0,60.7,10000,11500,15,Short,365,No,Good,00:00.0,24,Savings,Savings,3.3456767,6.6698233,GT Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858e6d58b0cc520158c326f17f257d,301778446,1,55:41.0,55:34.0,60.11666667,10000,11500,15,Short,365,No,Good,00:00.0,41,Savings,Savings,3.3484084,6.5321178,First Bank,Unknown,High,3,,High,3,9,Validation,36 - High,Low - 60.17,Norm
8a858e6e55c554c20155c6d8e2925c62,301646758,1,13:25.0,13:11.0,60.23333333,10000,13000,30,Norm,365,No,Good,00:00.0,28,Savings,Savings,3.3562934,6.5295153,GT Bank,Unemployed,High,3,Secondary,Med,2,6,Validation,28 - 32,60.17 - 60.23,Norm
8a858e6e55c554c20155d574b4596645,301993366,1,08:28.0,07:44.0,60.73333333,10000,11500,15,Short,365,No,Bad,00:00.0,26,Other,Other,7.4881394,8.9752501,Diamond Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.23 - 61.13,Norm
8a858e6f5bce1023015bce19dbbf038d,301913233,1,48:29.0,47:21.0,61.13333333,10000,13000,30,Norm,365,Yes,Good,00:00.0,38,Savings,Savings,7.3330879,9.1747147,Fidelity Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.23 - 61.13,Norm
8a858e6f5bfd0431015bfd20c76210d3,301903539,1,01:47.0,01:32.0,60.25,10000,13000,30,Norm,365,No,Bad,00:00.0,32,Savings,Savings,3.9106541,7.4168216,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.23 - 61.13,Norm
8a858e6f5c120e66015c16275ebc4eac,301911280,1,46:37.0,45:28.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,30,Savings,Savings,3.2283553,6.5341853,Sterling Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,61.13 - High,Norm
8a858e6f5cd5e874015cd6d7e2af36ad,301949828,1,47:09.0,46:01.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,34,Savings,Savings,8.8869769,9.8798816,EcoBank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.23 - 61.13,Norm
8a858e6f5cd5e874015cd6f5634c39ad,301949844,1,15:26.0,14:17.0,61.15,10000,11500,15,Short,365,Yes,Good,00:00.0,33,Savings,Savings,8.5019123,7.7293645,First Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,61.13 - High,Norm
8a858e6f5cd5e874015cd9f8c7280bf8,301950412,1,20:39.0,19:31.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,36,Savings,Savings,3.3304699,6.6387778,GT Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858e6f5cd5e874015cde13d1225f01,301951128,1,27:53.0,26:46.0,61.11666667,10000,13000,30,Norm,365,No,Good,00:00.0,33,Savings,Savings,6.268905,7.0707567,GT Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,60.23 - 61.13,Norm
8a858e6f5cd5e874015cdf871bb30530,301951408,1,06:19.0,05:11.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,31,Savings,Savings,7.4058617,9.1129897,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e6f5cd5e874015ce0e5d4c235ba,301951737,1,28:18.0,27:09.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,41,Savings,Savings,7.4687583,9.0697017,UBA,Permanent,Low,1,,High,3,3,Test,36 - High,61.13 - High,Norm
8a858e6f5cd5e874015ce084c86e2a87,301951877,1,18:09.0,17:01.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,35,Savings,Savings,3.3800607,6.5981498,UBA,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.23 - 61.13,Norm
8a858e6f5cd5e874015ce8ea0b996796,301963063,1,28:03.0,26:55.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,51,Savings,Savings,3.5934507,6.6680034,Access Bank,Unknown,High,3,,High,3,9,Test,36 - High,60.23 - 61.13,Norm
8a858e6f5cd5e874015ce9b5593941a5,301953547,1,52:26.0,51:19.0,61.11666667,10000,13000,30,Norm,365,No,Good,00:00.0,34,Savings,Savings,6.9839034,4.8803064,GT Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,60.23 - 61.13,Norm
8a858e6f5cd5e874015ce14db0643f8c,301952531,1,03:50.0,02:43.0,61.11666667,10000,11500,15,Short,365,No,Bad,00:00.0,38,Savings,Savings,3.3264576,6.6855486,Zenith Bank,Unknown,High,3,,High,3,9,Test,36 - High,60.23 - 61.13,Norm
8a858e6f5cd5e874015ce59e237864a2,301952665,1,26:29.0,25:21.0,61.13333333,10000,13000,30,Norm,365,Yes,Good,00:00.0,31,Savings,Savings,3.5247072,6.4293923,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e6f5cd5e874015ce590db62623e,301952655,1,15:10.0,14:01.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,25,Savings,Savings,7.1544779,4.7179447,Access Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,61.13 - High,Norm
8a858e6f5cd5e874015ce6601edf7c48,301953018,1,50:48.0,49:38.0,61.16666667,10000,11500,15,Short,365,No,Bad,00:00.0,33,Savings,Savings,3.2307054,6.6975815,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,61.13 - High,Norm
8a858e6f5cd5e874015ce7931b330a91,301952933,1,35:34.0,34:26.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,42,Savings,Savings,8.5652338,12.0039666,Zenith Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858e6f5cd5e874015ce10297ed3893,301976300,1,00:06.0,58:56.0,61.16666667,10000,11500,15,Short,365,No,Bad,00:00.0,23,Savings,Savings,3.401424,6.5763448,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,61.13 - High,Norm
8a858e6f5cd5e874015cead5d36b257a,301954588,1,05:13.0,04:05.0,61.13333333,10000,13000,30,Norm,365,No,Bad,00:00.0,38,Savings,Savings,3.4845443,6.5548277,Access Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.23 - 61.13,Norm
8a858e6f5668e01701566b0916350fbd,301673733,1,49:32.0,49:22.0,60.16666667,10000,11500,15,Short,365,No,Good,00:00.0,26,Other,Other,3.3343014,6.5882466,EcoBank,Permanent,Low,1,Graduate,Low,1,1,Training,Low - 28,Low - 60.17,Norm
8a858e6f5668e01701566fdae56a620c,301674826,1,20:32.0,20:23.0,60.15,10000,13000,30,Norm,365,No,Good,00:00.0,37,Savings,Savings,3.5053559,6.6193048,Diamond Bank,Permanent,Low,1,,High,3,3,Test,36 - High,Low - 60.17,Norm
8a858e6f5668e01701567a9556757b9e,301858008,1,11:48.0,11:17.0,60.51666667,10000,13000,30,Norm,365,No,Bad,00:00.0,32,Savings,Savings,3.43894,6.4454638,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858e6f5668e01701567fb07dcc076c,301678988,1,04:59.0,04:48.0,60.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,29,Savings,Savings,7.499299,5.5086909,GT Bank,Self-Employed,Med,2,Graduate,Low,1,2,Training,28 - 32,60.17 - 60.23,Norm
8a858e6f5668e01701567005bb5972cf,301674907,1,00:28.0,00:19.0,60.15,10000,13000,30,Norm,365,No,Good,00:00.0,33,Other,Other,5.2261781,7.1952865,GT Bank,Self-Employed,Med,2,,High,3,6,Training,32 - 36,Low - 60.17,Norm
8a858e6f5668e01701567140f0f5212c,301675263,1,16:28.0,16:18.0,60.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,25,Other,Other,5.7980077,5.4925433,Access Bank,Self-Employed,Med,2,,High,3,6,Training,Low - 28,Low - 60.17,Norm
8a858e6f5668e0170156746590702b81,301675915,1,41:20.0,41:11.0,60.15,10000,11500,15,Short,365,No,Bad,00:00.0,33,Savings,Savings,4.0476314,6.4369765,GT Bank,Self-Employed,Med,2,Graduate,Low,1,2,Test,32 - 36,Low - 60.17,Norm
8a858e6f5668e01701567479d1ae3320,301675918,1,43:40.0,43:31.0,60.15,10000,13000,30,Norm,365,No,Good,00:00.0,28,Other,Other,3.3680517,6.5974433,UBA,Permanent,Low,1,,High,3,3,Test,Low - 28,Low - 60.17,Norm
8a858e6f5668e01701568cce2c403088,301681196,1,07:12.0,07:02.0,60.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,51,Other,Other,3.42667,6.4617908,Zenith Bank,Unemployed,High,3,Graduate,Low,1,3,Test,36 - High,Low - 60.17,Norm
8a858e6f5668e01701568cf7ba8e39da,301777703,1,43:08.0,42:56.0,60.2,10000,13000,30,Norm,365,No,Good,00:00.0,28,Other,Other,5.7971047,5.4964304,First Bank,Unknown,High,3,,High,3,9,Training,Low - 28,60.17 - 60.23,Norm
8a858e6f5668e01701568d201f3343ca,301681302,1,39:47.0,39:38.0,60.15,10000,13000,30,Norm,365,No,Good,00:00.0,29,Savings,Savings,7.3865425,9.1021592,GT Bank,Self-Employed,Med,2,,High,3,6,Validation,28 - 32,Low - 60.17,Norm
8a858e6f5668e01701568f65c3b52b07,301682616,1,45:01.0,44:50.0,60.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,28,Other,Other,9.8137117,10.3293467,First Bank,Student,High,3,Graduate,Low,1,3,Training,Low - 28,60.17 - 60.23,Norm
8a858e6f5668e01701568f255f051ac4,301683167,1,22:55.0,22:45.0,60.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,22,Other,Other,-73.8394137,40.8953225,GT Bank,Permanent,Low,1,Graduate,Low,1,1,Test,Low - 28,Low - 60.17,Norm
8a858e6f5668e01701568175112b2522,301679342,1,13:50.0,13:39.0,60.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,30,Savings,Savings,3.1688924,6.4981531,Fidelity Bank,Unemployed,High,3,,High,3,9,Training,28 - 32,60.17 - 60.23,Norm
8a858e6f5668e01701568392953a495d,301680997,1,15:43.0,15:32.0,60.18333333,10000,11500,15,Short,365,No,Bad,00:00.0,28,Other,Other,8.113206,6.3245244,UBA,Student,High,3,,High,3,9,Test,Low - 28,60.17 - 60.23,Norm
8a858e6f5668e017015684c4a4305d0a,301963672,1,14:18.0,13:10.0,61.13333333,10000,11500,15,Short,365,No,Bad,00:00.0,24,Savings,Savings,3.3286609,6.7038913,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858e7a56e509290156e53d504f1069,301974671,1,15:09.0,13:59.0,61.16666667,10000,11500,15,Short,365,No,Good,00:00.0,34,Savings,Savings,7.9359349,4.6458189,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,61.13 - High,Norm
8a858e7a56e509290156f40f7c2844ae,301913847,1,04:26.0,03:18.0,61.13333333,10000,11500,15,Short,365,No,Bad,00:00.0,27,Savings,Savings,5.7565853,5.5448288,Fidelity Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.23 - 61.13,Norm
8a858e7b55deef140155e4ec2be045e7,301651280,1,43:32.0,43:23.0,60.15,10000,13000,30,Norm,365,No,Good,00:00.0,33,Other,Other,3.3989022,6.4502291,GT Bank,Self-Employed,Med,2,Secondary,Med,2,4,Training,32 - 36,Low - 60.17,Norm
8a858e7b55deef140155e4ec385d463c,301651378,1,21:01.0,20:52.0,60.15,10000,13000,30,Norm,365,No,Good,00:00.0,36,Other,Other,3.3207925,6.5182743,Access Bank,Self-Employed,Med,2,,High,3,6,Validation,32 - 36,Low - 60.17,Norm
8a858e7b55deef140155e39b490940c9,301650979,1,51:27.0,51:17.0,60.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,28,Other,Other,7.390826,10.4582056,EcoBank,Self-Employed,Med,2,,High,3,6,Training,Low - 28,Low - 60.17,Norm
8a858e7b55deef140155e500afb54cc6,301651298,1,11:04.0,10:51.0,60.21666667,10000,13000,30,Norm,365,No,Bad,00:00.0,41,Savings,Savings,7.885138,8.8463418,First Bank,Permanent,Low,1,,High,3,3,Test,36 - High,60.17 - 60.23,Norm
8a858e7b55deef140155e587fc3b63ba,301882392,1,39:52.0,39:25.0,60.45,10000,11500,15,Short,365,No,Good,00:00.0,37,Other,Other,3.2902753,6.6834544,GT Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858e7c5b15cf3b015b16ca44495b40,301857457,1,48:08.0,47:57.0,60.18333333,10000,13000,30,Norm,365,No,Bad,00:00.0,37,Savings,Savings,3.431745,6.45563,Stanbic IBTC,Permanent,Low,1,,High,3,3,Training,36 - High,60.17 - 60.23,Norm
8a858e7c5c78b1ff015c796688235b84,301928687,1,27:50.0,27:35.0,60.25,10000,11500,15,Short,365,No,Good,00:00.0,36,Savings,Savings,3.2453548,6.6333374,Diamond Bank,Unknown,High,3,,High,3,9,Test,36 - High,60.23 - 61.13,Norm
8a858e7c587f3319015882b4fa1a157a,301762105,1,15:23.0,15:10.0,60.21666667,10000,11500,15,Short,365,No,Bad,00:00.0,29,Savings,Savings,3.9437442,6.9560989,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.17 - 60.23,Norm
8a858e7c588604a40158a4fb616a3a9a,301931001,1,16:34.0,15:27.0,61.11666667,10000,13000,30,Norm,365,No,Good,00:00.0,31,Savings,Savings,7.0325303,4.8618601,First Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.23 - 61.13,Norm
8a858e7c588604a40158a75735995afa,301765519,1,21:36.0,21:23.0,60.21666667,10000,11500,15,Short,365,No,Good,00:00.0,32,Savings,Savings,151.20929,-33.8688183,GT Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,60.17 - 60.23,Norm
8a858e7c588604a4015895a4d8541dea,301764554,1,18:09.0,17:56.0,60.21666667,10000,11500,15,Short,365,No,Good,00:00.0,49,Savings,Savings,3.8715779,7.3572762,GT Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
8a858e7d5ab8ce17015abc1e6f9b67ef,301835916,1,01:43.0,39:23.0,262.3333333,10000,11500,15,Short,365,No,Good,00:00.0,33,Savings,Savings,3.2846299,6.6115252,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,61.13 - High,Norm
8a858e7d5b8b0b92015b8b1efc3b15ee,301874509,1,00:44.0,59:55.0,120.8166667,10000,11500,15,Short,365,No,Good,00:00.0,39,Savings,Savings,3.3361672,6.6162374,GT Bank,Permanent,Low,1,,High,3,3,Training,36 - High,61.13 - High,Norm
8a858e7d5b8b0b92015b8b3728e92482,301874528,1,00:44.0,14:45.0,105.9833333,10000,11500,15,Short,365,No,Good,00:00.0,28,Savings,Savings,5.6258834,6.3411578,Diamond Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,61.13 - High,Norm
8a858e7d5b591490015b5c04c76a11fe,301870746,1,57:50.0,57:43.0,60.11666667,10000,11500,15,Short,365,No,Good,00:00.0,31,Savings,Savings,3.4709746,6.6583315,Diamond Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,Low - 60.17,Norm
